District,School Name,UDISE Code,School Management,School Category,Notification Uploaded,Trees Planted,Tree Uploaded
MUZAFFARNAGAR,BHARDUWAJ SHIKSHA SADAN BUDHANA,09020600122,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,CROWN CONVENT SCHOOL,09020600144,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,D. A. V. PUBLIC SCHOOL BUDHANA,09020600143,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,D.A.V. INTER COLLEGE BUDHANA,09020600112,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,16,Yes
MUZAFFARNAGAR,D.A.V. PUBLIC SCHOOL BUDHANA,09020600136,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,DAYANAND INTER COLLEGE BUDHANA,09020600113,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GLOBAL PUBLIC SCHOOL PHUGANA MZN,09020702606,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,3,Yes
MUZAFFARNAGAR,GOLDEN FUTURE PUBILC SCHOOL FUGANA,09020702615,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GOVT HIGH SCHOOL ALIPUR ATERNA,09020601509,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,0,No
MUZAFFARNAGAR,GOVT HIGH SCHOOL ATALI,09020601003,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,31,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE BIRAL  MUZAFFARNAGAR,09020605701,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,2,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE GARHI SHEKHAWATPUR BUDHANA MUZAFFARNAGAR,09020603506,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,24,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE KALYANPUR,09020602508,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,37,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE RAJPUR CHHAJPUR BUDHANA MUZAFFARNAGAR,09020701607,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,1,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE SAFIPUR PATTI    MUZAFFARNAGAR,09020604805,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,39,Yes
MUZAFFARNAGAR,GOVT. HIGH SCHOOL LOI,09020603404,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,6,Yes
MUZAFFARNAGAR,GOVT. HIGH SCHOOL MOHD. PUR RAI SINGH,09020604907,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,12,Yes
MUZAFFARNAGAR,GYATRI INTER COLLEGE KHERA MASTAN,09020705804,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
MUZAFFARNAGAR,J.K ACADEMY HARIYA KHEDA,09020701506,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,JAI JWALA INTER COLLEGE KURTHAL,09020600807,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MUZAFFARNAGAR,JANTA HIGHER SECONDRY SCHOOL BIRAL,09020701704,Government Aided,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,K.S. INTER COLLEGE KURALSI,09020603204,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,79,Yes
MUZAFFARNAGAR,KISHAN INTER COLLEGE KHARAD,09020705704,Government Aided,Upper Primary to Higher Secondary (6–12),No,68,Yes
MUZAFFARNAGAR,MAPELS ACADMY KANDHLA RAOD BUDHANA,09020600142,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,MOOL CHAND INTER COLLEGE SAINPUR PRASOLI,09020603606,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,51,Yes
MUZAFFARNAGAR,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER COLLEGE BITAWADA MZN,09020600206,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,38,Yes
MUZAFFARNAGAR,RAJNISH MALIK UCCH MADHYAMIK VIDHYALYE,09020705805,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,RASTYA INTER COLLEGE BUDHANA,09020600111,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,SARDEDHAM INTER COLLEGE BUDHANA,09020600141,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SHAHEED SMARAK INTER COLLEGE DOONGER,09020702704,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,SHRI DIGAMBAR JAIN SYAD KANYA HIGH SCHOOL BUDHANA,09020600109,Private Unaided Recognized,Secondary only (9–10),No,0,No
MUZAFFARNAGAR,SHRI PARSHAVNATH JAIN INTER COLLEGE JOULA,09020603106,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,134,Yes
MUZAFFARNAGAR,SHRI RAMPRASAD KATYAYAN INTER COLLEGE BUDHANA,09020600110,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,STAIR EDUCATIONAL AND SPORTS SCHOOL,09020605007,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,237,Yes
MUZAFFARNAGAR,SUNRISE PUBLIC JUNIOR HIGH SCHOOL,09020600140,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SWAMI KALAYAN DEV UCHH MADHYAMIK VIDYLY GARHINOABAD,09020605005,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
MUZAFFARNAGAR,SWAMI KALYANDEV KANYA I.C.BUDHAN,09020605602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,VIKASH HIGH SCHOOL BUDHANA,09020600126,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,AMRIT INTER COLLEGE ROHANA MILLS MUZAFFARNAGAR,09020300603,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,186,Yes
MUZAFFARNAGAR,BADAKALI INTER COLLEGE BADAKALI,09020300304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,CHARTHWAL ARYA KANYA INTER COLLEGE MZN,09020302033,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,264,Yes
MUZAFFARNAGAR,DAYANAND GURUKUL  INTER COLLEGE BIRALSI,09020304311,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,13,Yes
MUZAFFARNAGAR,G K PUBLIC SCHOOL,09020301402,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
MUZAFFARNAGAR,GANDHI BALIKA I.COLLEGE CHARTHAWAL,09020302038,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,123,Yes
MUZAFFARNAGAR,GANDHI INTER COLLEGE CHARTHWAL MZN,09020302034,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,18,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE MUTHRA   MUZAFFARNAGAR,09020303907,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,9,Yes
MUZAFFARNAGAR,GOVT.HIGH SCHOOL RONIHERJIPUR,09020305109,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,40,Yes
MUZAFFARNAGAR,GURUKUL PUBLIC SCHOOL KUTESRA,09020303811,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,HIMALAYA PUBLIC SCHOOL ROHANA KALAN,09020300210,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,I G PUBLIC SCHOOL LUHARI KHURD MUZAFFARNAGAR,09020302507,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,56,Yes
MUZAFFARNAGAR,J.U.ISLAMIYA INTER COLLEGE KUTESRA,09020303806,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,JAI HIND INTER COLLEGE CHARTHWAL MZN,09020302019,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,86,Yes
MUZAFFARNAGAR,JANTA INTER COLLEGE BADH,09020305602,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,JANTA INTER COLLEGE KALLARPUR KACHOLI,09020301502,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,JANTA INTER COLLEGE KUTESRA MUZAFFARNAGAR,09020303805,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,JYOTI SHYAM KANYA HIGH SCHOOL SALEMPUR,09020302703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,KIDS HAVEN Public school,09020302029,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,M.D INTER COLLEGE DHUDHLI,09020305807,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,203,Yes
MUZAFFARNAGAR,NALANDA PUBLIC SCHOOL CHARTHWAL MZN,09020302051,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,NATIONAL INTER COLLEGE DADHERU KALAN,09020302202,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,17,Yes
MUZAFFARNAGAR,NEHRU HIGH SCHOOL KASOLI,09020303703,Government Aided,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER COLLEGE BADHAIKALAN MZN,09020300805,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,13,Yes
MUZAFFARNAGAR,RED ROSE P.S G.T ROAD ROHANA,09020300612,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,1,Yes
MUZAFFARNAGAR,SHAHEED RAJGURU HIGH SCHOOL PIPALSHAH,09020302046,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,6,Yes
MUZAFFARNAGAR,SHRINGI RISHI VIDYAPEETH PUBLIC SCHOOL BAHERI CHARTHWAL MZN,09020300213,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,SRI RAJ KUMAR A.K S.V.M  H.S CHARTHAWAL,09020302036,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,SUN LIKE HIGH SCHOOL BANNAGAR MALIRA BUS STAND,09020300404,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
MUZAFFARNAGAR,SWAMI KALYAN DEV HR. SEC. SCHOOL MANGAN PUR,09020304802,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,VASUNDHARA ACADEMY CHARTHWAL MUZAFFARNAGAR,09020302052,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,6,Yes
MUZAFFARNAGAR,AMBIENCE ACADEMY,09021208432,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,2,Yes
MUZAFFARNAGAR,ARYAN INTERNATIONAL PUBLIC SCHOOL JANSATH,09021208431,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,BASHANT KANYA INTER COLLEGE RAMRAJ,09021205108,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,91,Yes
MUZAFFARNAGAR,BASHANT SHIKSHA SADAN INTER COLLEGE MEERANPUR,09021208311,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MUZAFFARNAGAR,BHARTYA INTER COLLEGE NAGNA MANDOD,09021200604,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,74,Yes
MUZAFFARNAGAR,CH. CHANDAN SINGH J.H. INTER COLLEGE DALPAT MEERAPUR,09021207304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,1,Yes
MUZAFFARNAGAR,CH. RATAN SINGH SARSWATI HIGH SCHOOL RAJPUR KALAN,09021208104,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,D.A.V INTER COLLEGE JANSATH,09021208413,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
MUZAFFARNAGAR,GOLDEN BELLS PUBLIC SCHOOL NAGLA MUBARIK MZN,09021200704,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,2,Yes
MUZAFFARNAGAR,GOMTI KANYA INTER COLLEGE JANSATH,09021208415,Government Aided,Primary to Higher Secondary (1–12),Yes,38,Yes
MUZAFFARNAGAR,GOVERNMENT INTER COLLEGE KAWAL,09021200814,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,6,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE KUTUBPUR JANSATH MUZAFFARNAGAR,09021207105,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,GOVT INTER COLLEGE MEERAPUR DALPAT JANSATH MUZAFFARNAGAR,09021207312,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,16,Yes
MUZAFFARNAGAR,GOVT INTER COLLEGE MEHALKI   MUZAFFARNAGAR,09021201906,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,13,Yes
MUZAFFARNAGAR,"GOVT, HIGH SCHOOL TISAMG",09021207211,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,24,Yes
MUZAFFARNAGAR,GOVT. HIGH SCHOOL HUSAINPUR KHADAR,09021205204,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,12,Yes
MUZAFFARNAGAR,GOVT. HIGH SCHOOL JANDHERI,09021201009,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,37,Yes
MUZAFFARNAGAR,GOVT. HIGH SCHOOL SAMBHALHERA,09021202507,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,41,Yes
MUZAFFARNAGAR,GYANSTHALI PUBLIC SCHOOL MEERAPUR,09021208340,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,69,Yes
MUZAFFARNAGAR,HIMALAYAN HIGHER SECOUNDRY SCHOOL TISANG,09021207215,Private Unaided Recognized,Secondary only (9–10),No,0,No
MUZAFFARNAGAR,KAMRED K.K. ASHOK SMARAK HIGH SCHOOL NAGLI MAHASINGH,09021207604,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
MUZAFFARNAGAR,M.D. INTERNATIONAL PS MEERAPUR,09021208332,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,MAHARSI DAYANAND INTER COLLEGE JARWAR,09021203607,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,MANGLAM EDUCATION KANYA HIGH SCHOOL TISANG,09021207213,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
MUZAFFARNAGAR,MORDEN INTER COLLEGE RAMRAJ,09021205107,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,87,Yes
MUZAFFARNAGAR,MOTHER LAND PUBLIC SCHOOL MANFORA,09021207210,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,179,Yes
MUZAFFARNAGAR,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER COLLEGE KASAMPUR KHOLA MZN,09021203406,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,80,Yes
MUZAFFARNAGAR,PARKASHWATI PREMCHAND SARSWATI V MANDIR HIGH SCHOOL MEERAPUR,09021208337,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,S.D INTER COLLEGE MIRANPUR,09021208313,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
MUZAFFARNAGAR,SAHAB SINGH INTER COLLEGE NAGLA KHEPAR,09021207004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,SARASWATI INTER COLLEGE JANSATH,09021208414,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,3,Yes
MUZAFFARNAGAR,SARDAR BALVENDRA SINGH INTER COLLEGE RAMRAJ,09021205103,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,11,Yes
MUZAFFARNAGAR,SARVODAYA  INTER COLLEGE GHATAYAN NUNIKHERA MUZAFFARNAGAR,09021206404,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
MUZAFFARNAGAR,SHIKHER SHIKSHA SADAN HIGHER SECONDRY P S MEERAPUR,09021208347,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SHRI SUKAN LAL ADERSH KANYA INTER COLLEGE MEERANPUR,09021208310,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,35,Yes
MUZAFFARNAGAR,SRI PANNALAL SMARAK MADH. VIDHYALYA TISANG,09021207212,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,ST. XAVIER'S WORLD SCHOOL MIRANPUR,09021208345,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SWAMI KALYAN DEV KANYA INTER COLLEGE  JANSATH,09021208427,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,VARUN SINGH SMARAK ENTER COLLAGE KUTUBKUTUBPUR,09021207104,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MUZAFFARNAGAR,VEDANTA PUBLIC  SCHOOL SIKHERA,09021200206,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,7,Yes
MUZAFFARNAGAR,ADARSH INTER COLLEGE KAILAWARA,09021405504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,ADARSH JANTA INTER COLLEGE BHANGELA  BHAYANGI,09021402303,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,83,Yes
MUZAFFARNAGAR,ANGIL PUBLIC INTER COLLEGE ISLAMABAD JAUHRA MANSURPUR,09021408314,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,BABU SINGH SMARK INTER COLLEGE PAMNAWALI,09021405004,Government Aided,Primary to Higher Secondary (1–12),Yes,58,Yes
MUZAFFARNAGAR,BHGWATI DEVI JR HIGH SCHOOL,09021900132,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,CH. TILAKRAM INTER COLLEGE KHATAULI,09021403008,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,DEV PUBLIC INTER COLLEGE,09021409310,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GOLDEN HART ACADEMY  KHATAULI ,09021900249,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GOVT. HIGH SCHOOL BADSU,09021401504,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,1,Yes
MUZAFFARNAGAR,GOVT.HIGH SCHOOL NAVLA,09021400115,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,24,Yes
MUZAFFARNAGAR,GURUKUL GHASIPURA SARASWATI VIDHYA MANDIR GHASIPURA,09021408809,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,JANTA INTER COLLEGE GANGDHARI,09021403015,Government Aided,Primary to Higher Secondary (1–12),Yes,39,Yes
MUZAFFARNAGAR,JANTA KANYA INTER COLLEGE SHIVPURI KHATAULI,09021900230,Government Aided,Primary to Higher Secondary (1–12),Yes,192,Yes
MUZAFFARNAGAR,JAWAHAR LAL NEHRU ISMARTI INTER COLLEGE SATHERI,09021400905,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,25,Yes
MUZAFFARNAGAR,JAWAHAR PUBLIC JR HIGH SCHOOL,09021900127,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,K K PUBLIC SCHOOL KHATAULI M.NAGAR,09021900250,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,KABUL KANYA INTER COLLEGE TIGAI,09021402403,Government Aided,Primary to Higher Secondary (1–12),No,27,Yes
MUZAFFARNAGAR,KANYA VIDHALYA INTER COLLEGE DAULATPUR,09021408604,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,KISHAN  INTER COLLEGE SARAI RASULPUR,09021407406,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,8,Yes
MUZAFFARNAGAR,LAL DYAL PUBLIC SCHOOL KHATAULI,09021900243,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,M D S VIDHYA MANDIR INTER COLLEGE KHANUPUR MANSURPUR,09021408313,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,MAHARSHI DAYANAD INTER COOEGE DUDHAHERI,09021408006,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,50,Yes
MUZAFFARNAGAR,MAPLES ACEDEMY KHATAULI,09021900244,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,MORDEN PUBLIC SCHOLL YAMUNA VIHAR KHATAULI,09021900245,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,MUNNA MEMORIAL INTER COLLEGE ADAMPUR MOCHDI,09021406103,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,1,Yes
MUZAFFARNAGAR,NEW CHILDREN INTER COLLEGE SATHERI,09021400904,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,New St marys global school,09021402404,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,PICKET INTER COLLEGE KHATAULI,09021900229,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,54,Yes
MUZAFFARNAGAR,PRAN NATH INTER COLLEGE RATANPURI KHATAULI,09021401702,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,7,Yes
MUZAFFARNAGAR,RAJ PUBLIC INTER COLLEGE MANSURPUR,09021408311,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,RAJKIYA KANYA INTER COLLEGE BHANISI,09021400207,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,78,Yes
MUZAFFARNAGAR,RED ROSE JUNIOR HIGH SCHOOL ,09021900252,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,2,Yes
MUZAFFARNAGAR,S F DAV PUBLIC SCHOOL MANSURPUR,09021408315,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,5,Yes
MUZAFFARNAGAR,S.M.S.K.HIGH SCHOOL PAMNAVLI,09021405008,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MUZAFFARNAGAR,SAHAJ P SCHOOL SAMOLI,09021401508,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MUZAFFARNAGAR,SARASWATI INTER COLLEGE PIPALHERA,09021406304,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,SARSADI LAL INTER COLLEGE MANSURPUR,09021408312,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,89,Yes
MUZAFFARNAGAR,SARSWATI VIDHYA MANDIR UMV KHATAULI,09021900219,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
