#,School Name,District,Block Name,UDISE ID
35196,P S KALYANPUR,AMBEDKAR NAGAR,JALALPUR,9480612001
35197,P S KALYANPUR,MAU,GHOSI,9620503001
35198,P S KALYANPUR,BAHRAICH,NAWAB GANJ,9501212501
35199,P S KALYANPUR,PRATAPGARH,RAMPUR-SANGRAMGARH,9431600701
35200,P S KALYANPUR,KASGANJ,SAHAVAR,9721102501
35201,P S KALYANPUR,BAREILLY,MAJHGAWAN,9201005501
35202,P S KALYANPUR,AMBEDKAR NAGAR,BASKHARI,9480208801
35203,P S KALYANPUR HIKMAT ALI,BAREILLY,NAWABGANJ,9200400601
35204,P S KALYANPUR P PUR,AMBEDKAR NAGAR,RAMNAGAR,9480807401
35205,P S KAMALPUR,BALLIA,REVATI,9631005302
35206,P S KAMALPUR,BALLIA,BANSDEEH,9630905101
35207,P S KAMALPUR,BAREILLY,MAJHGAWAN,9201011401
35208,P S KAMALPUR,KASGANJ,SIDHPURA,9721403801
35209,P S KAMALPUR MAI,ETAH,SAKEET,9171204901
35210,P S KAMALPUR PIKAR,AMBEDKAR NAGAR,JAHANGIRGANJ,9480709701
35211,P S KAMALSAGAR,MAU,FATEHPUR MANDAON,9620802401
35212,P S KAMARAULI,BALLIA,NAGARA,9630210301
35213,P S KAMARAWA,MAU,RANIPUR,9620605907
35214,P S KAMAS,PRATAPGARH,SADWA-CHANDRIKA,9431504401
35215,P S KAMASIN NEW,PRATAPGARH,GAURA,9431801001
35216,P S KAMASIN OLD,PRATAPGARH,GAURA,9431801101
35217,P S KAMASIPUR,BALLIA,RASARA,9630301901
35218,P S KAMDHANWA,DEORIA,BHLUANI,9600603307
35219,P S KAMDHENWA,MAU,GHOSI,9620506304
35220,P S KAMHARIAGHAT,AMBEDKAR NAGAR,JAHANGIRGANJ,9480704401
35221,P S KAMHARIYA SECOND,BASTI,BAHADURPUR,9550105701
35222,P S KAMLA JOT,BAHRAICH,RISIA,9500900101
35223,P S KAMOLIYA BAZAR,BAHRAICH,CHITTAURA,9500812201
35224,P S KAMOLIYA KHAS,BAHRAICH,CHITTAURA,9500812202
35225,P S KAMPUR,BALLIA,GARWAR,9631102601
35226,P S KAMPUR,KASGANJ,SORON,9721506601
35227,P S KAMSAN,ETAH,NIDHAULI KALAN,9170909401
35228,P S KAMSIPUR YADAV BASTI,BALLIA,RASARA,9630301903
35229,P S KAMTAILA,BALLIA,RASARA,9630306301
35230,P S KAMTHENA,BAREILLY,RAMNAGAR,9200107601
35231,P S KAMUA,BAREILLY,NAWABGANJ,9200407501
35232,P S KAMUA,BAREILLY,ALAMPUR,9201705701
35233,P S KAMUA KHURD,BAREILLY,VITHARI CHAINPUR,9201812701
35234,P S KAMUA MAKARUKA,BAREILLY,BHOJIPURA,9201107001
35235,P S KANAILA,BALLIA,GARWAR,9631100401
35236,P S KANAILA,BASTI,BAHADURPUR,9550104701
35237,P S KANAKPUR,MAU,RANIPUR,9620603702
35238,P S KANAKPURA,BALLIA,BANSDEEH,9630909401
35239,P S KANARASA,GAUTAM BUDDHA NAGAR,DANKAUR,9100316801
35240,P S KANARSI,GAUTAM BUDDHA NAGAR,DANKAUR,9100306901
35241,P S KANAUTI,AURAIYA,BHAGYANAGAR,9320603301
35242,P S KANAWANI COLONY,GAUTAM BUDDHA NAGAR,VISRAKH,9100111001
35243,P S KANCHANGADHI,ETAH,NIDHAULI KALAN,9170900701
35244,P S KANCHANPUR,BALLIA,CHILKAHAR,9630406201
35245,P S KANCHANPUR,BALLIA,REVATI,9631005301
35246,P S KANCHANPUR ASEN I,ETAH,ALIGANJ,9170102501
35247,P S KANCHANPUR ASEN II,ETAH,ALIGANJ,9170102101
35248,P S KANDAI,PRATAPGARH,KALAKANKER,9430602601
35249,P S KANDARAPUR,MAU,FATEHPUR MANDAON,9620802501
35250,P S KANDAUSA,BAHRAICH,FAKHAR PUR,9500306901
35251,P S KANDHARPUR,BAREILLY,MAJHGAWAN,9201009801
35252,P S KANDHARPUR,BAREILLY,RAMNAGAR,9200108101
35253,P S KANDHARPUR,PRATAPGARH,BABA BHELKHARNATH,9431913801
35254,P S KANDHARPUR,BAREILLY,KYARA,9200807201
35255,P S KANDHERI,MAU,PARDAHA,9620405703
35256,P S KANDHI HANUMANGANJ,PRATAPGARH,MANGRAURA,9431101301
35257,P S KANDHPUR,BALLIA,SEAR,9630111301
35258,P S KANDRIYANWAN,AMBEDKAR NAGAR,BHEETI,9480307701
35259,P S KANESAR NAGALA DALU,KASGANJ,PATIYALI,9721006501
35260,P S KANGAWAN,BAREILLY,ALAMPUR,9201710801
35261,P S KANGRAUL,ETAH,SAKEET,9171207101
35262,P S KANHAIYA DUULAPUR,PRATAPGARH,RAMPUR-SANGRAMGARH,9431610701
35263,P S KANHAR KHEDHA,KASGANJ,KASGANJ,9720707001
35264,P S KANHARA,BAHRAICH,NAWAB GANJ,9501211901
35265,P S KANHELI,MAU,BADRAW,9620702501
35266,P S KANIK PUR,ETAH,SHEETAL PUR,9171309001
35267,P S KANJA,PRATAPGARH,PATTI,9431201101
35268,P S KANJADAWA,BAHRAICH,MIHIN PURVA,9501102001
35269,P S KANJARAN,MAINPURI,SULTANGANJ,9180415601
35270,P S KANJAS,PRATAPGARH,SADWA-CHANDRIKA,9431504501
35271,P S KANJI,BAHRAICH,TAJWA PUR,9500702004
35272,P S KANKAR TOLA,BAREILLY,BAREILLY TOWN,9201900901
35273,P S KANKUDIH,MAU,BADRAW,9620701402
35274,P S KANMAN,BAREILLY,RICHHA(DAMKHODA),9200500501
35275,P S KANNUPUR,AMBEDKAR NAGAR,JALALPUR,9480608401
35276,P S KANOI,KASGANJ,SAHAVAR,9721103901
35277,P S KANPA,PRATAPGARH,SADWA-CHANDRIKA,9431501402
35278,P S KANPA HARI,PRATAPGARH,BABA BHELKHARNATH,9431917201
35279,P S KANPA RAMPUR,PRATAPGARH,MANGRAURA,9431101601
35280,P S KANPUR,GAUTAM BUDDHA NAGAR,JEWAR,9100407701
35281,P S KANSAPUR,BHADOI,GYANPUR,9710221101
35282,P S KANSO - 2,MAU,RATANPURA,9620103102
35283,P S KANSO NO.1,BALLIA,RASARA,9630306001
35284,P S KANSURI,ETAH,SHEETAL PUR,9171309401
35285,P S KANTHARIYA,BAREILLY,VITHARI CHAINPUR,9201809901
35286,P S KANTHU PURWA,BAHRAICH,FAKHAR PUR,9500303902
35287,P S KANTI,PRATAPGARH,KUNDA,9430710901
35288,P S KANUNAGALA,BAREILLY,FATEHGANJ,9200706401
35289,P S KANUPUR,PRATAPGARH,BIHAR,9430300901
35290,P S KANWAR,BAREILLY,SHERGARH,9200909501
35291,P S KAPAL DEEH,BHADOI,BHADOHI,9710112201
35292,P S KAPERWAL,BAHRAICH,MAHSI,9500410801
35293,P S KAPRAI,ETAH,JALESAR,9170605501
35294,P S KAPRAITA,ETAH,NIDHAULI KALAN,9170901801
35295,P S KAPURI MAHAMADPUR,AMBEDKAR NAGAR,BASKHARI,9480201601
35296,P S KAPURI NO.1,BALLIA,HANUMANGANJ,9631303001
35297,P S KAPURPUR,BAREILLY,MIRGANJ,9200207501
35298,P S KARAM HUSAINPUR,AMBEDKAR NAGAR,AKBARPUR,9480110301
35299,P S KARAM PUR,KANSHIRAM NAGAR,SIDHPURA,9721407001
35300,P S KARAMANPUR,AMBEDKAR NAGAR,JAHANGIRGANJ,9480705301
35301,P S KARAMATPURWA,BAHRAICH,FAKHAR PUR,9500301505
35302,P S KARAMBAR NO.2,BALLIA,BERUARBARI,9630804202
35303,P S KARAMCHANDRA PUR,ETAH,SAKEET,9171201001
35304,P S KARAMGANJ,PRATAPGARH,KALAKANKER,9430603101
35305,P S KARAMPUR,AMBEDKAR NAGAR,KATEHARI,9480506101
35306,P S KARAMPUR,MAU,BADRAW,9620704701
35307,P S KARAMPUR (NAVIN),BALLIA,BERUARBARI,9630804602
35308,P S KARAMPUR THAKURAN,BAREILLY,BHOJIPURA,9201103801
35309,P S KARAN PUR,KANSHIRAM NAGAR,PATIYALI,9721001401
35310,P S KARANJA TETARPUR,BALLIA,SOHAWN,9631204001
35311,P S KARANPUR,BAREILLY,MIRGANJ,9200202201
35312,P S KARANPUR,BAREILLY,RICHHA(DAMKHODA),9200511803
35313,P S KARANPUR BADRAI,MAU,BADRAW,9620706003
35314,P S KARANPURA,BALLIA,SOHAWN,9631206302
35315,P S KARASAR KUTI,BALLIA,SEAR,9630109701
35316,P S KARASI,BALLIA,NAVANAGAR,9630506301
35317,P S KARATALA,ETAH,SHEETAL PUR,9171306801
35318,P S KARAUDA,BAREILLY,KYARA,9200803401
35319,P S KARAUDAHA,PRATAPGARH,AASPUR-DEOSARA,9430110001
35320,P S KARAUDI,BALLIA,NAGARA,9630203401
35321,P S KARAUNA,DEORIA,GAURI BAZAR,9600110102
35322,P S KARAUNDI RAMDEEN SINGH,AMBEDKAR NAGAR,JAHANGIRGANJ,9480705001
35323,P S KARCHI N0.2,BALLIA,GARWAR,9631102403
35324,P S KAREHANA,BAHRAICH,MAHSI,9500411501
35325,P S KARELASHAHWAJ PUR,BAHRAICH,KAISER GANJ,9500207401
35326,P S KARELI 1,BAREILLY,KYARA,9200802802
35327,P S KARGAINA 1,BAREILLY,KYARA,9200800302
35328,P S KARGAINA II,BAREILLY,KYARA,9200800301
35329,P S KARHALA,ETAH,JALESAR,9170604201
35330,P S KARIKOT,BAHRAICH,MIHIN PURVA,9501107701
35331,P S KARIKOT-II,BAHRAICH,MIHIN PURVA,9501107702
35332,P S KARIM BAKSH,BAHRAICH,MAHSI,9500406002
35333,P S KARIM GAON,BAHRAICH,NAWAB GANJ,9501203601
35334,P S KARIM PATTI,AMBEDKAR NAGAR,TANDA,9480911301
35335,P S KARIMGANJ,BALLIA,SEAR,9630101101
35336,P S KARIMPUR,BALLIA,NAGARA,9630210701
35337,P S KARIMPUR,ETAH,SAKEET,9171204201
35338,P S KARIYAVN 1,BHADOI,SURIYAVAN,9710320401
35339,P S KARIYAVN 2,BHADOI,SURIYAVAN,9710320402
35340,P S KARJAHI,DEORIA,GAURI BAZAR,9600106603
35341,P S KARKA,PRATAPGARH,GAURA,9431800701
35342,P S KARKORI,SONBHADRA,MYORPUR,9700816101
35343,P S KARMA JAGDISHPUR,AMBEDKAR NAGAR,AKBARPUR,9480106101
35344,P S KARMAIN,PRATAPGARH,RAMPUR-SANGRAMGARH,9431609801
35345,P S KARMAJEETPUR,PRATAPGARH,BABA BHELKHARNATH,9431909101
35346,P S KARMATAR SHERKHAN,DEORIA,BHLUANI,9600600905
35347,P S KARMISIRPUR,AMBEDKAR NAGAR,JALALPUR,9480606001
35348,P S KARN CHHAPRA NO.2,BALLIA,MURLI CHHAPRA,9631702202
35349,P S KARN CHHAPRA NO.3,BALLIA,MURLI CHHAPRA,9631702203
35350,P S KARNAI,BALLIA,HANUMANGANJ,9631303601
35351,P S KARO NO.2,BALLIA,SOHAWN,9631201302
35352,P S KAROR,BHADOI,SURIYAVAN,9710312501
35353,P S KARPIA,MAU,RANIPUR,9620602002
35354,P S KARPIA MALIK,MAU,BADRAW,9620700901
35355,P S KARPIYA,BAREILLY,FARIDPUR,9201507301
35356,P S KARPIYA KISNAN,BAREILLY,ALAMPUR,9201709901
35357,P S KARPIYA VRAH,BAREILLY,ALAMPUR,9201710301
35358,P S KARSAR BITAURA,BAHRAICH,KAISER GANJ,9500201601
35359,P S KARSARI,KASGANJ,KASGANJ,9720703901
35360,P S KARTHANI,ETAH,JALESAR,9170601001
35361,P S KARTOLI,BAREILLY,FARIDPUR,9201506101
35362,P S KARUA TAL,BAREILLY,ALAMPUR,9201710101
35363,P S KARUAMAI,ETAH,NIDHAULI KALAN,9170900301
35364,P S KASARA,AMBEDKAR NAGAR,KATEHARI,9480516701
35365,P S KASARI,MAU,RANIPUR,9620600501
35366,P S KASAUDAR NO.1,BALLIA,NAGARA,9630200401
35367,P S KASAUDAR NO.2,BALLIA,NAGARA,9630200402
35368,P S KASAUT,MAU,RANIPUR,9620603804
35369,P S KASDAHA,AMBEDKAR NAGAR,RAMNAGAR,9480800901
35370,P S KASELA,ETAH,JAITHARA,9170511801
35371,P S KASERI,KANSHIRAM NAGAR,KASGANJ,9720706501
35372,P S KASHARA - 1,MAU,KOPAGANG,9620903601
35373,P S KASHARA CHAUHAN BASTI,MAU,KOPAGANG,9620903612
35374,P S KASHARI,AURAIYA,BIDHUNA,9320504801
35375,P S KASHIPUR,AMBEDKAR NAGAR,AKBARPUR,9480124001
35376,P S KASHIPUR,PRATAPGARH,KALAKANKER,9430603001
35377,P S KASHIPUR,BAREILLY,FATEHGANJ,9200705801
35378,P S KASHIPUR,PRATAPGARH,BIHAR,9430301001
35379,P S KASHIPUR,BAREILLY,NAWABGANJ,9200407101
35380,P S KASHIPUR DUBUKI,PRATAPGARH,BIHAR,9430301101
35381,P S KASHIPUR W N 10,BHADOI,TOWN AREA BHADOHI,9710601101
35382,P S KASIDAHA 1,BHADOI,GYANPUR,9710207601
35383,P S KASIDAHA 2,BHADOI,GYANPUR,9710207606
35384,P S KASIM PUR,ETAH,MARHARA,9170802901
35385,P S KASIMPUR,ETAH,SHEETAL PUR,9171305501
35386,P S KASIMPUR,AMBEDKAR NAGAR,JALALPUR,9480602001
35387,P S KASIMPUR,ETAH,NIDHAULI KALAN,9170904401
35388,P S KASIYAPUR,AMBEDKAR NAGAR,KATEHARI,9480514501
35389,P S KASMAPUR,BALLIA,MANIAR,9630700101
35390,P S KASON,ETAH,SHEETAL PUR,9171313401
35391,P S KASSAWAN,BAREILLY,FARIDPUR TOWN,9201600301
35392,P S KASTOORIPUR,BHADOI,GYANPUR,9710220901
35393,P S KASTURIPUR,BHADOI,SURIYAVAN,9710315801
35394,P S KATAHURA,BALLIA,RASARA,9630303901
35395,P S KATAHURA N0 2,BALLIA,RASARA,9630303903
35396,P S KATAIYA,BALLIA,GARWAR,9631106601
35397,P S KATALA,BAHRAICH,FAKHAR PUR,9500311601
35398,P S KATARA KHAM I,BAREILLY,AONLA,9201200302
35399,P S KATARGARH,AMBEDKAR NAGAR,RAMNAGAR,9480807001
35400,P S KATARIA,BALLIA,HANUMANGANJ,9631302301
35401,P S KATARIA SAMMANPUR,AMBEDKAR NAGAR,AKBARPUR,9480114901
35402,P S KATARIYA YAQUBPUR,AMBEDKAR NAGAR,AKBARPUR,9480107901
35403,P S KATARIYA(SHAHPUR),BALLIA,BERUARBARI,9630805101
35404,P S KATARMAL,BIJNOR,AFZALGRAH,9030108101
35405,P S KATATA,PRATAPGARH,MANDHATA,9431013501
35406,P S KATATA,PRATAPGARH,SADWA-CHANDRIKA,9431508302
35407,P S KATAYA GANJAN,AMBEDKAR NAGAR,BASKHARI,9480210301
35408,P S KATAYA KUCHAHARA,BALLIA,SEAR,9630108001
35409,P S KATEHARI I,AMBEDKAR NAGAR,KATEHARI,9480503401
35410,P S KATEHARI II,AMBEDKAR NAGAR,KATEHARI,9480503403
35411,P S KATGHAR MOOSA,AMBEDKAR NAGAR,JALALPUR,9480607901
35412,P S KATGHARA MAHLU,MAU,DOHRIGHAT,9620304801
35413,P S KATGHARASHANKAR - 1,MAU,FATEHPUR MANDAON,9620805401
35414,P S KATGHARAWA,AMBEDKAR NAGAR,KATEHARI,9480514601
35415,P S KATGHARI SUGRIV,BAHRAICH,HUJUR PUR,9500603501
35416,P S KATHAGHARA,BALLIA,NAVANAGAR,9630505401
35417,P S KATHAR,PRATAPGARH,BABA BHELKHARNATH,9431916001
35418,P S KATHARI,BHADOI,AURAI,9710417001
35419,P S KATHARIYA NO.1,BALLIA,SOHAWN,9631203601
35420,P S KATHARIYA NO.2,BALLIA,SOHAWN,9631203602
35421,P S KATHARRA,BAREILLY,RICHHA(DAMKHODA),9200502101
35422,P S KATHAULI,ETAH,SHEETAL PUR,9171311601
35423,P S KATHI KHATIMPUR,BALLIA,NAGARA,9630203301
35424,P S KATHMORWA,AMBEDKAR NAGAR,JAHANGIRGANJ,9480704601
35425,P S KATHTARANW - 1,MAU,FATEHPUR MANDAON,9620802901
35426,P S KATHTARANW - 2,MAU,FATEHPUR MANDAON,9620802902
35427,P S KATILIYA BHUPSINGH,BAHRAICH,CHITTAURA,9500805601
35428,P S KATIYARI,BALLIA,RASARA,9630310201
35429,P S KATKA BHARAT,BAREILLY,ALAMPUR,9201708401
35430,P S KATKA RAMAN,BAREILLY,ALAMPUR,9201707801
35431,P S KATKUNIYA,BAHRAICH,MAHSI,9500401901
35432,P S KATRA,BHADOI,DEEGH,9710514804
35433,P S KATRA,BAHRAICH,NAWAB GANJ,9501213501
35434,P S KATRA BIHARIA,PRATAPGARH,BIHAR,9430310504
35435,P S KATRA DAKSHNI,BAHRAICH,JARWAL,9500112402
35436,P S KATRAE BUJURG,BAREILLY,MAJHGAWAN,9201006101
35437,P S KATRIYA,PRATAPGARH,SANGIPUR,9431401101
35438,P S KATROE THAKURAN,BAREILLY,MAJHGAWAN,9201010301
35439,P S KATSARI,BAREILLY,ALAMPUR,9201702501
35440,P S KATWARH,PRATAPGARH,LAXMANPUR,9430907701
35441,P S KATWASH,MAU,KOPAGANG,9620903902
35442,P S KATYA JANESARI,AMBEDKAR NAGAR,JAHANGIRGANJ,9480708001
35443,P S KAUA KHERA,BAREILLY,BHUTA,9200314501
35444,P S KAUDAHA,BAHRAICH,TAJWA PUR,9500707001
35445,P S KAULA PUR,BHADOI,DEEGH,9710506501
35446,P S KAULAPUR NAND PATTI-1,PRATAPGARH,GAURA,9431801601
35447,P S KAUNDLI BANGAR,GAUTAM BUDDHA NAGAR,DANKAUR,9100316501
35448,P S KAURAHA PIYAREPUR,AMBEDKAR NAGAR,KATEHARI,9480513305
35449,P S KAVAHI ANJANPUR,AMBEDKAR NAGAR,RAMNAGAR,9480805501
35450,P S KAVAL,BHADOI,GYANPUR,9710210701
35451,P S KAVIRPUR PACHAUR,PRATAPGARH,AASPUR-DEOSARA,9430101401
35452,P S KAYAMPUR,KANSHIRAM NAGAR,GANJ DUNDWARA,9720408306
35453,P S KAYAMPUR,BAHRAICH,MAHSI,9500410901
35454,P S KCHURE,BASTI,BAHADURPUR,9550107901
35455,P S KDSARI GAUTAM,BASTI,BAHADURPUR,9550111801
35456,P S KEDARNAGAR,AMBEDKAR NAGAR,TANDA,9480901101
35457,P S KEDARPUR,BALLIA,BANSDEEH,9630903401
35458,P S KEDARUPUR,AMBEDKAR NAGAR,JAHANGIRGANJ,9480704801
35459,P S KEHARA,BAREILLY,FATEHGANJ,9200702901
35460,P S KELA GAON,BAHRAICH,TAJWA PUR,9500703502
35461,P S KEMA,PRATAPGARH,KUNDA,9430701201
35462,P S KENWALPUR,BAHRAICH,MAHSI,9500405901
35463,P S KERAVDIH,PRATAPGARH,KALAKANKER,9430603201
35464,P S KESAR PUR,ETAH,JAITHARA,9170503601
35465,P S KESARI NAGLA,KANNAUJ,TAL GRAM,9300311104
35466,P S KESARPUR,AMBEDKAR NAGAR,JAHANGIRGANJ,9480713301
35467,P S KESARPUR,BAREILLY,FARIDPUR,9201504501
35468,P S KESAVPUR,SHRAWASTI,SIRSIYA,9510607302
35469,P S KESAVPUR,PRATAPGARH,KUNDA,9430701101
35470,P S KESAWAPUR,PRATAPGARH,LALGANJ,9430802001
35471,P S KESHAUPUR GAUTIYA,BAREILLY,BHOJIPURA,9201107801
35472,P S KESHAVPUR,BHADOI,GYANPUR,9710212301
35473,P S KESHAWPUR SULTANPUR - 1,MAU,FATEHPUR MANDAON,9620803101
35474,P S KESHWA PUR,BAHRAICH,TAJWA PUR,9500704801
35475,P S KEWALPUR,BAHRAICH,NAWAB GANJ,9501202301
35476,P S KEWARA NO.1,BALLIA,BANSDEEH,9630904201
35477,P S KEWARI PARMANAND,AMBEDKAR NAGAR,BHEETI,9480303501
35478,P S KEWAT BASTI,PRATAPGARH,SHIVGARH,9431714808
35479,P S KEWATAHAI,AMBEDKAR NAGAR,BHEETI,9480301601
35480,P S KEWATALIA KALA,BALLIA,BANSDEEH,9630900501
35481,P S KEWLA PUR,PRATAPGARH,GAURA,9431801301
35482,P S KEWRAKALA,PRATAPGARH,SHIVGARH,9431700601
35483,P S KEWTALI,PRATAPGARH,AASPUR-DEOSARA,9430101601
35484,P S KEWTAN TOLA,DEORIA,BAITALPUR,9600209204
35485,P S KHABHOR,PRATAPGARH,BABA BHELKHARNATH,9431911701
35486,P S KHADAICHA,BAHRAICH,MIHIN PURVA,9501102201
35487,P S KHADAWA,AMBEDKAR NAGAR,AKBARPUR,9480102302
35488,P S KHADIA,BAHRAICH,MIHIN PURVA,9501103601
35489,P S KHADICHA,MAU,DOHRIGHAT,9620304501
35490,P S KHADIYAN,ETAWAH,JASWANT NAGAR,9310411601
35491,P S KHADUAN,MAU,BADRAW,9620706301
35492,P S KHADUIA,KASGANJ,GANJ DUNDWARA,9720406501
35493,P S KHAEKHEDA,BAREILLY,NAWABGANJ,9200406901
35494,P S KHAGAI NAGAR,BAREILLY,BAHERI,9201400301
35495,P S KHAILAM,BAREILLY,MAJHGAWAN,9201003701
35496,P S KHAIR PURA,ETAH,ALIGANJ,9170111601
35497,P S KHAIRA,MAU,FATEHPUR MANDAON,9620806704
35498,P S KHAIRA,AMBEDKAR NAGAR,TANDA,9480913302
35499,P S KHAIRA GAURBARI,PRATAPGARH,SADWA-CHANDRIKA,9431504701
35500,P S KHAIRA KHAS,BALLIA,SEAR,9630104501
35501,P S KHAIRA NASIR,MAU,FATEHPUR MANDAON,9620801101
35502,P S KHAIRACHAK HETIM,BALLIA,PANDAH,9630604401
35503,P S KHAIRANISFI,BALLIA,NAGARA,9630209401
35504,P S KHAIRHANIYA,BAHRAICH,NAWAB GANJ,9501204101
35505,P S KHAIRI,BAHRAICH,MIHIN PURVA,9501104801
35506,P S KHAIRI,BANDA,JASPURA,9400800704
35507,P S KHAIRI,BAHRAICH,BALHA,9501007001
35508,P S KHAIRI GHAT,BAHRAICH,SHIV PUR,9500502801
35509,P S KHAIRIGADH,DEORIA,GAURI BAZAR,9600107203
35510,P S KHAIRPUR,KASGANJ,SORON,9721504601
35511,P S KHAIRPUR,KASGANJ,KASGANJ,9720705801
35512,P S KHAIRPUR 2,GAUTAM BUDDHA NAGAR,VISRAKH,9100102902
35513,P S KHAJAWAN,AMBEDKAR NAGAR,KATEHARI,9480508101
35514,P S KHAJRARA JOT,AMBEDKAR NAGAR,BASKHARI,9480212101
35515,P S KHAJUA JAGIR,BAREILLY,BHOJIPURA,9201104901
35516,P S KHAJUHA,KANNAUJ,GUGRAPUR,9300902701
35517,P S KHAJUHA,AURAIYA,BHAGYANAGAR,9320601701
35518,P S KHAJUHAE,BAREILLY,KYARA,9200807001
35519,P S KHAJURA,KASGANJ,SIDHPURA,9721402801
35520,P S KHAJURI,PRATAPGARH,LALGANJ,9430806801
35521,P S KHAJURIYA,BAREILLY,FATEHGANJ,9200708201
35522,P S KHAJURIYA,AMBEDKAR NAGAR,RAMNAGAR,9480809701
35523,P S KHAJURIYA,BAREILLY,RICHHA(DAMKHODA),9200502501
35524,P S KHAJURIYA,BAREILLY,BHOJIPURA,9201108801
35525,P S KHAJURIYA BHARAUTI,AMBEDKAR NAGAR,RAMNAGAR,9480809703
35526,P S KHAJURNI,PRATAPGARH,SADAR,9431310501
35527,P S KHAKRAI,ETAH,MARHARA,9170803901
35528,P S KHALEPURWA (POORVI),BAHRAICH,TAJWA PUR,9500701403
35529,P S KHALEPURWA-2,BAHRAICH,KAISER GANJ,9500205503
35530,P S KHALIDPUR,BAHRAICH,FAKHAR PUR,9500311201
35531,P S KHALIK PUR (C),KASGANJ,SAHAVAR,9721106101
35532,P S KHALIL PUR,KASGANJ,SORON,9721509201
35533,P S KHALILPATTI,BASTI,BAHADURPUR,9550102901
35534,P S KHALILPUR,BAREILLY,BAREILLY TOWN,9201907101
35535,P S KHALILPUR,BALLIA,CHILKAHAR,9630402901
35536,P S KHALISA,MAU,MOHAMMADABAD,9620205906
35537,P S KHALISHPUR,MAU,KOPAGANG,9620902801
35538,P S KHALISPUR,BALLIA,NAGARA,9630212801
35539,P S KHALISPUR BHATAULI,AMBEDKAR NAGAR,JALALPUR,9480603801
35540,P S KHALISPUR DUHIYA,AMBEDKAR NAGAR,BHIYAON,9480402501
35541,P S KHALISPUR GODAM,AMBEDKAR NAGAR,BHIYAON,9480402101
35542,P S KHALLAPUR,BAREILLY,FARIDPUR,9201503101
35543,P S KHAMARIA DANDI,BAREILLY,ALAMPUR,9201709504
35544,P S KHAMARIYA,BAREILLY,BHADPURA,9200600601
35545,P S KHAMARIYA 2,BHADOI,AURAI,9710425402
35546,P S KHAMARIYA GOPADANDI,BAREILLY,RICHHA(DAMKHODA),9200505301
35547,P S KHAMARIYA1,BHADOI,AURAI,9710425401
35548,P S KHAMHAURA 1,BANDA,MAHUWA,9400301301
35549,P S KHAMHRIA,BAHRAICH,SHIV PUR,9500505002
35550,P S KHAMIRPURDEEH,BALLIA,SOHAWN,9631201601
35551,P S KHAMPUR,AMBEDKAR NAGAR,KATEHARI,9480513701
35552,P S KHAN SARAY,BAREILLY,MIRGANJ,9200210601
35553,P S KHANA PATTI,PRATAPGARH,LALGANJ,9430810602
35554,P S KHANAPUR,BHADOI,DEEGH,9710503501
35555,P S KHANDAWA,BALLIA,NAGARA,9630216501
35556,P S KHANDERAIPUR,MAU,PARDAHA,9620401801
35557,P S KHANDWA,PRATAPGARH,RAMPUR-SANGRAMGARH,9431601201
35558,P S KHANGAWAN SHYAM,BAREILLY,MAJHGAWAN,9201005301
35559,P S KHANI PUR,PRATAPGARH,SANGIPUR,9431401801
35560,P S KHANIPUR,PRATAPGARH,MANDHATA,9431001301
35561,P S KHANJANPUR,BAREILLY,BHUTA,9200302202
35562,P S KHANJANPUR,BAREILLY,BHOJIPURA,9201110701
35563,P S KHANNA PURWA,BAHRAICH,MIHIN PURVA,9501110004
35564,P S KHANPUR,BAREILLY,BHUTA,9200303801
35565,P S KHANTIA,MAU,BADRAW,9620704401
35566,P S KHAPARWA,BAHRAICH,FAKHAR PUR,9500304801
35567,P S KHAPATAHI,BALLIA,NAGARA,9630202501
35568,P S KHARAG PUR,ETAH,SAKEET,9171204601
35569,P S KHARAGPUR,KASGANJ,SIDHPURA,9721402401
35570,P S KHARAGPUR,AURAIYA,BIDHUNA,9320503101
35571,P S KHARAGPUR,BAREILLY,FATEHGANJ,9200702303
35572,P S KHARAGSEN PATTI,BHADOI,ABHOLI,9710700501
35573,P S KHARAUA,ETAH,SHEETAL PUR,9171307201
35574,P S KHARDAHA,BAREILLY,BHUTA,9200301201
35575,P S KHARGAJEPUR,MAU,PARDAHA,9620403001
35576,P S KHARGPUR,PRATAPGARH,LAXMANPUR,9430901101
35577,P S KHARGUPUR,AMBEDKAR NAGAR,RAMNAGAR,9480805101
35578,P S KHARHATAR,BALLIA,GARWAR,9631101501
35579,P S KHARI,BALLIA,NAGARA,9630209201
35580,P S KHARICHA,BALLIA,GARWAR,9631100701
35581,P S KHARID,BALLIA,MANIAR,9630701101
35582,P S KHARIKA BHARI,AMBEDKAR NAGAR,BHEETI,9480307703
35583,P S KHARKATTAN PURWA,BAHRAICH,MAHSI,9500405801
35584,P S KHARKAULI,MAU,DOHRIGHAT,9620301201
35585,P S KHARPARA,KASGANJ,SAHAVAR,9721101301
35586,P S KHARSARA NO.1,BALLIA,PANDAH,9630601001
35587,P S KHARSARA NO.1,BALLIA,RASARA,9630301701
35588,P S KHARSARA NO.2,BALLIA,RASARA,9630301702
35589,P S KHARSARA NO.3,BALLIA,PANDAH,9630601003
35590,P S KHARSELA,ETAH,JAITHARA,9170511001
35591,P S KHARSENI,BAREILLY,FATEHGANJ,9200700301
35592,P S KHARSULIYA,ETAH,ALIGANJ,9170113701
