District,School,Block,UDISE ID,Saplings
SONBHADRA,P.S.KISHUNPURWA,KONE,09700104101,31
SONBHADRA,P.M.S. KISHUNPURWA,KONE,09700104102,41
SONBHADRA,COMPOSITE SCHOOL CHERAVADEEH,KONE,09700104103,37
SONBHADRA,P.S. BHAISBANDHAWA (KISUNPURWA),KONE,09700104105,21
SONBHADRA,P.S.SAMAILWA,KONE,09700104201,33
SONBHADRA,COMPOSITE SCHOOL KARIL,KONE,09700104302,40
SONBHADRA,P.S. CHARAKI,KONE,09700104303,22
SONBHADRA,P.S. KEWALIYA (KARAIL),KONE,09700104304,38
SONBHADRA,P.S. SITA KUND (KARAIL),KONE,09700104306,35
SONBHADRA,P.S. KUJALA DAH (KARAIL),KONE,09700104307,31
SONBHADRA,P.S. PARASA JARAHI (KARAIL),KONE,09700104308,31
SONBHADRA,P.S. DHANGARDEEHA (KARAIL),KONE,09700104309,30
SONBHADRA,P.S.GIDHIYA 2,KONE,09700104401,11
SONBHADRA,P.S.PADRACHH-2,CHOPAN,09700104502,20
SONBHADRA,P.S.BHALUKUDAR,CHOPAN,09700104503,1
SONBHADRA,COMPOSITE SCHOOL JHIRGADANDI,CHOPAN,09700104504,10
SONBHADRA,U.P.S.BHALUKUDAR,CHOPAN,09700104505,10
SONBHADRA,P.M.S. PIPARAHAVA,CHOPAN,09700104506,3
SONBHADRA,COMPOSITE SCHOOL MADARIYA,CHOPAN,09700104507,52
SONBHADRA,P.S. PURANI CHUNGI (PANRACHH),CHOPAN,09700104510,23
SONBHADRA,P.S. KURWA (PANRACHH),CHOPAN,09700104511,25
SONBHADRA,P.S. SARAIYA (PANRACHH),CHOPAN,09700104512,12
SONBHADRA,P.S. DEVTARA (PANRACHH),CHOPAN,09700104513,26
SONBHADRA,COMPOSITE SCHOOL ISLAMIYA NAGAR (PANRACHH),CHOPAN,09700104514,67
SONBHADRA,DAKSHINANCHAL MA SHARDA H.S.S.  PATEL NAGAR PADRACH,CHOPAN,09700104515,50
SONBHADRA,COMPOSITE SCHOOL NAKTAWAR,KONE,09700104602,43
SONBHADRA,P.S. NAIKAHA PURVI,KONE,09700104603,12
SONBHADRA,P.S. BHEDIHAWA (NAKATWAR),KONE,09700104604,15
SONBHADRA,P.S. BIYARAHAWA (NAKATWAR),KONE,09700104605,13
SONBHADRA,P.S.BARAWAHA,KONE,09700104801,8
SONBHADRA,P.S. BARVAHI,KONE,09700104802,19
SONBHADRA,P.S.GOBARDHA,KONE,09700104902,11
SONBHADRA,COMPOSITE SCHOOL KURWA,KONE,09700104903,12
SONBHADRA,U.P.S. SEMRAHAWA DAMAR,KONE,09700104904,31
SONBHADRA,P. S. SEMRAHAWADAMAR,KONE,09700104905,9
SONBHADRA,P.S.NAUDIHA,KONE,09700105001,50
SONBHADRA,COMPOSITE SCHOOL NAUDIHA,KONE,09700105002,43
SONBHADRA,P.S.PIPARKHAN,KONE,09700105101,9
SONBHADRA,P.S. SIDHAWADAMAR (PIPARKHAN),KONE,09700105102,40
SONBHADRA,P.S. GHORBACHAWA (PIPARKHAN),KONE,09700105103,47
SONBHADRA,P.S. PARAH (PIPARKHAN),KONE,09700105104,42
SONBHADRA,P.S. GIJINIYADAMAR (PIPARKHAN),KONE,09700105105,12
SONBHADRA,P.S.KACHNARWA,KONE,09700105201,35
SONBHADRA,P.S.BADAP,KONE,09700105202,24
SONBHADRA,P.M.S.KACHNARWA,KONE,09700105203,16
SONBHADRA,P.S.KACHNARWA KHAS,KONE,09700105204,16
SONBHADRA,COMPOSITE SCHOOL NAROIYADAMAR,KONE,09700105207,41
SONBHADRA,P.S. PARASWA TOLA (KACHANARWA),KONE,09700105208,30
SONBHADRA,P.S. CHAKARPATHARI (KACHANARWA),KONE,09700105209,3
SONBHADRA,P.S. BHARANASILI (KACHANARWA),KONE,09700105210,20
SONBHADRA,P.S. KISUNDELAJOT (KACHANARWA),KONE,09700105211,43
SONBHADRA,P.S. ROHANIYA DAMAR (KACHANARWA),KONE,09700105212,32
SONBHADRA,P.S. ASANBANDH (KACHANARWA),KONE,09700105213,19
SONBHADRA,P.S. SIKARIKHOLI (KACHANARWA),KONE,09700105214,38
SONBHADRA,P.S. GAURASINGA (KACHANARWA),KONE,09700105215,13
SONBHADRA,P.S. BUDIKHAR (KACHANARWA),KONE,09700105216,35
SONBHADRA,P.S.DOMA 2,KONE,09700105301,4
SONBHADRA,P.S.KHEMPUR,KONE,09700105401,42
SONBHADRA,P.S.JHRIYA,KONE,09700105402,10
SONBHADRA,U.P.S. KHEMPUR,KONE,09700105403,12
SONBHADRA,P.S. CHATARKHARIYA (KHEMPUR),KONE,09700105406,40
SONBHADRA,P.S.HARDIKOTA,CHOPAN,09700105501,12
SONBHADRA,P.S.BODAR,KONE,09700105601,31
SONBHADRA,COMPOSITE SCHOOL KHARAUDHI,KONE,09700105603,19
SONBHADRA,P.S. SINORAHAWADAMAR (KHARAUDHI),KONE,09700105604,14
SONBHADRA,P.S. BADARLOHANI (KHARAUDHI),KONE,09700105605,23
SONBHADRA,P.S. DEMOKHARI (KHARAUDHI),KONE,09700105606,19
SONBHADRA,P.S.PARSWA,KONE,09700105801,18
SONBHADRA,P.S.KEWAL,KONE,09700105901,9
SONBHADRA,P.M.S.KAWAL,KONE,09700105902,28
SONBHADRA,P.S.BARWADIH,KONE,09700106001,38
SONBHADRA,P. S. NOORINAGAR,KONE,09700106002,33
SONBHADRA,P.S.KON,KONE,09700106101,43
SONBHADRA,P.M.S.KON,KONE,09700106102,36
SONBHADRA,G. I. C. KON,KONE,09700106103,67
SONBHADRA,GAIWANTI DEVI INTERMIDIAT COLLEGE MAHIUDDINPUR KONE,,09700106105,4
SONBHADRA,P.S. LAUNGABANDH,KONE,09700106108,33
SONBHADRA,P.S. KOHBARAVA,KONE,09700106109,27
SONBHADRA,P.S.BAGESOTI,KONE,09700106201,31
SONBHADRA,P.S.SIGA,KONE,09700106202,42
SONBHADRA,COMPOSITE SCHOOL BAGESOTI,KONE,09700106203,34
SONBHADRA,COMPOSITE SCHOOL PARSAJARAHI,KONE,09700106204,32
SONBHADRA,U.P.S. DUMAR,KONE,09700106206,31
SONBHADRA,COMPOSITE SCHOOL DUBATIYA,KONE,09700106207,34
SONBHADRA,P.S. JHARIYAWA (BAGESOTI),KONE,09700106208,31
SONBHADRA,P.M.S. JHARIYAWA (BAGESOTI),KONE,09700106210,33
SONBHADRA,P.S.DOMA,KONE,09700106301,16
SONBHADRA,P.S.CHIUTAHIYA,KONE,09700106401,30
SONBHADRA,P.S.GHAGHIYA,KONE,09700106501,33
SONBHADRA,P.S.RORWA,KONE,09700106601,46
SONBHADRA,P.S.PURAN PANI,KONE,09700106602,32
SONBHADRA,U.P.S.RORWA,KONE,09700106603,47
SONBHADRA,P.S. NAHTOLA (RORWA),KONE,09700106604,16
SONBHADRA,P.S.MAJHGAWA,KONE,09700106801,1
SONBHADRA,P.S.MAHIUDEEINPUR,KONE,09700106901,16
SONBHADRA,P.S.KARIYA,CHOPAN,09700107001,40
SONBHADRA,P.S.CHNCHI KALA,KONE,09700107101,36
SONBHADRA,P.M.S.CHNCHI KALA,KONE,09700107102,44
SONBHADRA,U.P.S. NARAHATI,KONE,09700107103,34
SONBHADRA,P.S. BANKHETA (CHANCHIKALA),KONE,09700107104,90
SONBHADRA,P.S. TANUEYA DAMAR (CHANCHIKALA),KONE,09700107105,50
SONBHADRA,P.S.JUGAIL,CHOPAN,09700107201,21
SONBHADRA,P.S.BHITARI,CHOPAN,09700107203,20
SONBHADRA,P.M.S.JUGAIL,CHOPAN,09700107204,20
SONBHADRA,P.S.NAUDIHAWA,CHOPAN,09700107205,1
SONBHADRA,P.S. JORAWA,CHOPAN,09700107206,13
SONBHADRA,P.S. PATWATOLA,CHOPAN,09700107207,23
SONBHADRA,P.S. BAHERADAND,CHOPAN,09700107208,30
SONBHADRA,P.M.S. BHITARI,CHOPAN,09700107210,4
SONBHADRA,COMPOSITE SCHOOL CHAKRIYA,CHOPAN,09700107211,40
SONBHADRA,COMPOSITE SCHOOL BELGARHI,CHOPAN,09700107212,8
SONBHADRA,COMPOSITE SCHOOL PIPARA,CHOPAN,09700107213,50
SONBHADRA,P.S. JADKARHAWA,CHOPAN,09700107214,8
SONBHADRA,COMPOSITE SCHOOL KARWANIYA,CHOPAN,09700107215,6
SONBHADRA,P.S. TELIYA,CHOPAN,09700107216,31
SONBHADRA,U.P.S. PACHAPEDIYA,CHOPAN,09700107217,50
SONBHADRA,COMPOSITE SCHOOL GARDA,CHOPAN,09700107218,17
SONBHADRA,P.S. JHADAPIYA,CHOPAN,09700107219,20
SONBHADRA,P.S. KOTHIPIYAR,CHOPAN,09700107220,10
SONBHADRA,P.S. PAUSILA,CHOPAN,09700107221,29
SONBHADRA,P.S. MURGIDAND,CHOPAN,09700107222,20
SONBHADRA,P.M.S. JORAWA,CHOPAN,09700107223,22
SONBHADRA,P.S. MAHUARIYA (JUGAIL),CHOPAN,09700107224,11
SONBHADRA,P.S. JUGAIL KHAS PURVI (JUGAIL),CHOPAN,09700107225,22
SONBHADRA,P.S. PUSREV (JUGAIL),CHOPAN,09700107226,24
SONBHADRA,P.S. PARISIDHAHIYA (JUGAIL),CHOPAN,09700107228,24
SONBHADRA,P.S. CHARAKA TOLA (JUGAIL),CHOPAN,09700107229,26
SONBHADRA,P.S. KARIYAWA (JUGAIL),CHOPAN,09700107230,22
SONBHADRA,P.S. BHADAHI (JUGAIL),CHOPAN,09700107231,11
SONBHADRA,P.S. PACHPERIYA (JUGAIL),CHOPAN,09700107232,11
SONBHADRA,P.S. JHARAEL (JUGAIL),CHOPAN,09700107233,26
SONBHADRA,P.S. SIDHAWADAR (JUGAIL),CHOPAN,09700107235,19
SONBHADRA,P.S. KUDANIYA (JUGAIL),CHOPAN,09700107236,26
SONBHADRA,P.S. THARRI (JUGAIL),CHOPAN,09700107237,20
SONBHADRA,P.S. SALAIYAPAN (JUGAIL),CHOPAN,09700107238,24
SONBHADRA,P.S. BELAHAWA (JUGAIL),CHOPAN,09700107239,5
SONBHADRA,P.S. BHAISAURA (JUGAIL),CHOPAN,09700107240,31
SONBHADRA,P.S. PIPARA PASHCHIP (JUGAIL),CHOPAN,09700107241,41
SONBHADRA,GOVT. HIGH SCHOL JUGAIL,CHOPAN,09700107242,3
SONBHADRA,COMPOSITE SCHOOL GOTHANI,CHOPAN,09700107302,40
SONBHADRA,P.S. HARDAHAWA (GOTHANI),CHOPAN,09700107303,43
SONBHADRA,GOVT. GIRLS HIGH SCHOOL GOTHANI,CHOPAN,09700107304,44
SONBHADRA,P.S.SINDURIYA,CHOPAN,09700107401,43
SONBHADRA,P.S.CHANCHALIYA,CHOPAN,09700107501,27
SONBHADRA,P.S.NAIKAHA,KONE,09700107601,53
SONBHADRA,P.S.GARHA PATHAR,CHOPAN,09700107703,4
SONBHADRA,COMPOSITE SCHOOL PORSOI,CHOPAN,09700107704,22
SONBHADRA,P.S. AMIRINIYA,CHOPAN,09700107705,15
SONBHADRA,COMPOSITE SCHOOL MAGARDAHA,CHOPAN,09700107706,41
SONBHADRA,P.M.S. NAWATOLA,CHOPAN,09700107707,40
SONBHADRA,U.P.S. KANUHAR,CHOPAN,09700107708,27
SONBHADRA,P.S. SALEHAWA,CHOPAN,09700107709,11
SONBHADRA,P.S. DASHAHWA,CHOPAN,09700107710,23
SONBHADRA,P.S. KHATIHAWA (PARSOI),CHOPAN,09700107711,12
SONBHADRA,P.S. KUBRAUL (PARSOI),CHOPAN,09700107712,31
SONBHADRA,P.S. RAHINWA (PARSOI),CHOPAN,09700107713,23
SONBHADRA,P.S. BHAURA KUND (PARSOI),CHOPAN,09700107714,10
SONBHADRA,P.S. KHAIRAHI (PARSOI),CHOPAN,09700107715,39
SONBHADRA,P.S. BABHANMARI (PARSOI),CHOPAN,09700107716,11
SONBHADRA,P.S. KHAIRATIYA (PARSOI),CHOPAN,09700107718,4
SONBHADRA,P.S. ADUAPATHAR (PARSOI),CHOPAN,09700107719,75
SONBHADRA,P.S.KHARTIYA 1,CHOPAN,09700107801,39
SONBHADRA,U.P.S.KHAIRATIYA,CHOPAN,09700107802,105
SONBHADRA,P.S.DALA,CHOPAN,09700108001,14
SONBHADRA,P.S.SALIBANWA,CHOPAN,09700108006,31
SONBHADRA,P.S.BANI,CHOPAN,09700108101,48
SONBHADRA,P.S.CHOPAN 1,CHOPAN,09700108201,30
SONBHADRA,COMPOSITE SCHOOL CHOPAN,CHOPAN,09700108208,51
SONBHADRA,RAIL KARMCHARI INTER COLLAGE CHOPAN,CHOPAN,09700108210,99
SONBHADRA,U.P.S. GADAIDEEH,CHOPAN,09700108214,42
SONBHADRA,P.S. YADAV BASTI (CHOPAN),CHOPAN,09700108216,28
SONBHADRA,P.S. DAKSHIN TOLA (CHOPAN),CHOPAN,09700108217,17
SONBHADRA,P.S. BALUA (CHOPAN),CHOPAN,09700108218,13
SONBHADRA,P.S. MALLAHIYA TOLA (CHOPAN),CHOPAN,09700108219,11
SONBHADRA,P.S. KUSHAWAHATOLA (CHOPAN),CHOPAN,09700108221,30
SONBHADRA,P.S. INTEK BASTI,CHOPAN,09700108223,22
SONBHADRA,P.S.GHTIHTA,CHOPAN,09700108301,42
SONBHADRA,COMPOSITE SCHOOL KHAWANHA,CHOPAN,09700108302,40
SONBHADRA,P.S. CHANDAULI,CHOPAN,09700108303,49
SONBHADRA,P.M.S. GHATIHATA,CHOPAN,09700108304,7
SONBHADRA,P.S.TALGUNWA,CHOPAN,09700108401,20
SONBHADRA,P.S.BAGHMANWA,CHOPAN,09700108501,20
SONBHADRA,P.S.KHARATIYA 2,CHOPAN,09700108701,20
SONBHADRA,P.S.PHPHRAKUND,CHOPAN,09700108801,64
SONBHADRA,P.S.HASRABUTI,CHOPAN,09700108901,10
SONBHADRA,P.S.SILPI,CHOPAN,09700109001,2
SONBHADRA,P.M.S.SILPI,CHOPAN,09700109002,26
SONBHADRA,P.S. SHILPI-2 (SHILPI),CHOPAN,09700109004,26
SONBHADRA,P.S. VANSHAHIYA (SHILPI),CHOPAN,09700109005,11
SONBHADRA,P.S.KUDARI,CHOPAN,09700109101,22
SONBHADRA,P.M.S. KUDARI,CHOPAN,09700109102,16
SONBHADRA,P.S.HARSHADAND,CHOPAN,09700109201,35
SONBHADRA,P.S.BHARAHARI,CHOPAN,09700109202,34
SONBHADRA,P.M.S.BHARAHARI,CHOPAN,09700109204,28
SONBHADRA,P.S. BANHAURA,CHOPAN,09700109205,48
SONBHADRA,COMPOSITE SCHOOL CHAKDAHIYA,CHOPAN,09700109206,52
SONBHADRA,P.S. TITAHIDAND,CHOPAN,09700109207,32
SONBHADRA,P.S. BHARAHARI PURVI PASHCHIMI (BHARAHARI),CHOPAN,09700109208,41
SONBHADRA,P.S. MUKKHA (BHARAHARI),CHOPAN,09700109209,34
SONBHADRA,P.S. PEDARAHAWA (BHARAHARI),CHOPAN,09700109210,23
SONBHADRA,Govt. H.S.S. CHAKDAHIYA,CHOPAN,09700109211,16
SONBHADRA,P.S.BILLI MARKUNDI,CHOPAN,09700109401,21
SONBHADRA,P.S.KANHORA,CHOPAN,09700109501,4
SONBHADRA,P.S.AMMATOLA,CHOPAN,09700109601,38
SONBHADRA,P.S.GOSARI,CHOPAN,09700109901,29
SONBHADRA,P.S.MAHALPUR,CHOPAN,09700110101,21
SONBHADRA,P.S.KHRHARA,CHOPAN,09700110201,10
SONBHADRA,COMPOSITE SCHOOL DEVKHAR,CHOPAN,09700110202,34
SONBHADRA,P.S. GAURGHATTI,CHOPAN,09700110204,11
SONBHADRA,P.S. KARAELIDAR (KHARAHARA),CHOPAN,09700110205,19
SONBHADRA,P.S. AMILA KHAS (KHARAHARA),CHOPAN,09700110206,25
SONBHADRA,P.S.GAYGHAT,CHOPAN,09700110301,63
SONBHADRA,P.S.BANGANWA,CHOPAN,09700110401,50
SONBHADRA,P.S.VIJORA,CHOPAN,09700110402,59
SONBHADRA,P.M.S.BANGANWA,CHOPAN,09700110403,28
SONBHADRA,P.S. BARAWADIH,CHOPAN,09700110404,52
SONBHADRA,P.S.GURDAH,CHOPAN,09700110501,34
SONBHADRA,U.P.S.GURDAH,CHOPAN,09700110502,47
SONBHADRA,P.S. DHAURAHWA,CHOPAN,09700110503,59
SONBHADRA,P.S. BUDIKHAR (GURDAH),CHOPAN,09700110504,41
SONBHADRA,P.S. KUSAHANIYATOLA (GURDAH),CHOPAN,09700110505,53
SONBHADRA,P.S.KARAMDAND,CHOPAN,09700110601,1
SONBHADRA,U.P.S. KARAMDAND,CHOPAN,09700110602,65
SONBHADRA,P.S.PATWADH 1,CHOPAN,09700110701,54
SONBHADRA,P.S.PATWADH 2,CHOPAN,09700110702,4
SONBHADRA,COMPOSITE SCHOOL ADALGANJ,CHOPAN,09700110704,54
SONBHADRA,P.S. BHAURAHWA,CHOPAN,09700110705,41
SONBHADRA,COMPOSITE SCHOOL NARAYANDEEH,CHOPAN,09700110706,51
SONBHADRA,P.S. KOTIYA (PATWADH),CHOPAN,09700110707,31
SONBHADRA,P.S. BASKATAWA (PATWADH),CHOPAN,09700110708,36
SONBHADRA,P.S. CHERO BASTI (PATWADH),CHOPAN,09700110709,26
SONBHADRA,P.S. GURIHAWA (PATWADH),CHOPAN,09700110710,22
SONBHADRA,P.S. SONAR BASTI (PATWADH),CHOPAN,09700110711,20
SONBHADRA,P.S. BIRANKHARI (PATWADH),CHOPAN,09700110712,26
SONBHADRA,P.S. DUBATIYA (PATWADH),CHOPAN,09700110714,41
SONBHADRA,P.S.CHTRWAR,CHOPAN,09700110801,11
SONBHADRA,P.S.ALUAR,CHOPAN,09700110802,51
SONBHADRA,P.S. AMKOI,CHOPAN,09700110804,33
SONBHADRA,U.P.S. CHATARWAR,CHOPAN,09700110805,43
SONBHADRA,P.S. MADAEN (CHATARWAR),CHOPAN,09700110806,44
SONBHADRA,P.S. KUBBA (CHATARWAR),CHOPAN,09700110807,25
SONBHADRA,P.S. CHHILAHAWA (CHATARWAR),CHOPAN,09700110808,39
SONBHADRA,P.S.KURCHHA,CHOPAN,09700110901,34
SONBHADRA,P.S.PIPARHAWA,CHOPAN,09700111001,20
SONBHADRA,P.S.BASUDHA,CHOPAN,09700111101,32
SONBHADRA,P.S.DAHKUDANDI,CHOPAN,09700111201,22
SONBHADRA,P.S.KANCHH 2,CHOPAN,09700111301,47
SONBHADRA,COMPOSITE SCHOOL KANCHH,CHOPAN,09700111303,8
SONBHADRA,U.P.S. KANHAURA,CHOPAN,09700111305,12
SONBHADRA,COMPOSITE SCHOOL PAKARI,CHOPAN,09700111306,28
SONBHADRA,P.S. KORAIL (KANACHH),CHOPAN,09700111307,24
SONBHADRA,P.S. GARAE TOLA (KANACHH),CHOPAN,09700111308,26
SONBHADRA,P.S. JHARIYA TOLA (KANACHH),CHOPAN,09700111310,16
SONBHADRA,P.S. TARIYA BELT (KANACHH),CHOPAN,09700111311,21
SONBHADRA,P.S. CHHIKARA (KANACHH),CHOPAN,09700111312,25
SONBHADRA,P.S.KARGARA,CHOPAN,09700111401,56
SONBHADRA,P.M.S.KARGARA,CHOPAN,09700111402,52
SONBHADRA,P.S. KEWATA (KARGARA),CHOPAN,09700111403,31
SONBHADRA,P.S. PASHCHIM TOLA (KARGARA),CHOPAN,09700111404,56
SONBHADRA,P.S. KARGARA UTTARI TOLA (KARGARA),CHOPAN,09700111405,8
SONBHADRA,P.S.DEVATAN,KONE,09700111501,30
SONBHADRA,P.M.S. DEVATAN,KONE,09700111502,30
SONBHADRA,P.S.BHKASIHWA,CHOPAN,09700111601,20
SONBHADRA,P.S.LOHABAY,KONE,09700111701,32
SONBHADRA,P.S.CHORA,CHOPAN,09700111801,53
SONBHADRA,P.S.MISHRI,KONE,09700112001,32
SONBHADRA,P.S.TADHWATAN,KONE,09700112101,20
SONBHADRA,OBRA I.C.OBRA,,09700112314,7
SONBHADRA,G.G.I.C. OBRA,CHOPAN,09700112318,95
SONBHADRA,SHIKSHA NIKETAN I C OBRA,CHOPAN,09700112325,91
SONBHADRA,PRAKASH GEANIOUS AYAN PUBLIC ENGLISH SCHOOL OBRA,CHOPAN,09700112332,5
SONBHADRA,D A V PUBLIC SCHOOL OBRA,,09700112336,1
SONBHADRA,P.S.PATAHRA TOLA,CHOPAN,09700112401,94
SONBHADRA,P.S.ARANGI,CHOPAN,09700112501,18
SONBHADRA,U.P.S.ARANGI,CHOPAN,09700112502,14
SONBHADRA,P.S.CHHUHIYAMATI,KONE,09700112601,37
SONBHADRA,P.S.GUDOOR,CHOPAN,09700112701,26
SONBHADRA,P.M.S. DOMA,KONE,09700112801,20
SONBHADRA,P.S. BAHUARA,KONE,09700112802,29
SONBHADRA,COMPOSITE SCHOOL BARAWAKHAND,KONE,09700112803,16
SONBHADRA,P.M.S. BAHUARA,KONE,09700112804,26
SONBHADRA,P.S. RAGRAM (MISARI),KONE,09700112805,15
SONBHADRA,P.S. SANANAWADAMAR (MISARI),KONE,09700112806,1
SONBHADRA,U.P.S.AGORI,CHOPAN,09700113001,20
SONBHADRA,P.M.S. KARAJI,CHOPAN,09700113002,19
SONBHADRA,P.M.S.LAUKAWAKHANI,KONE,09700113101,39
SONBHADRA,COMPOSITE SCHOOL HARWARIYA,KONE,09700113202,37
SONBHADRA,P.S.DUSAWANI,KONE,09700113301,15
SONBHADRA,P.S.KHETKATWA,KONE,09700113401,7
SONBHADRA,P.S. SHIVPUR,KONE,09700113402,73
SONBHADRA,P.S.TALGUDWA PASCHIM,CHOPAN,09700113501,47
SONBHADRA,COMPOSITE SCHOOL GADWANI,CHOPAN,09700113601,61
SONBHADRA,P.S.MADHURI,KONE,09700113701,31
SONBHADRA,P.S.KARJI,CHOPAN,09700113801,41
SONBHADRA,P.V. MANMATI DEVI (NAUDIHA),KONE,09700113901,2
SONBHADRA,P.M.S. PADIDAND,CHOPAN,09700114001,3
SONBHADRA,P.S.JABAR 1,DUDHI,09700200101,12
SONBHADRA,P.S.JABAR 2,DUDHI,09700200102,23
SONBHADRA,COMPOSITE SCHOOL SHAHPUR,DUDHI,09700200105,20
SONBHADRA,P.S. MAJHIYANTOLA (JABAR),DUDHI,09700200106,14
SONBHADRA,P.S.BAGHBIYANI,DUDHI,09700200202,52
SONBHADRA,COMPOSITE SCHOOL DHANAURA (BAIGATOLA),DUDHI,09700200203,38
SONBHADRA,P.S. BAIGATOLA (DHANAURA),DUDHI,09700200204,17
SONBHADRA,P.S. BHUIYABASTI (DHANAURA),DUDHI,09700200205,11
SONBHADRA,P.S.KHJURI,DUDHI,09700200301,61
SONBHADRA,COMPOSITE SCHOOL TAPUGARH,DUDHI,09700200303,36
SONBHADRA,P.S.PIPRAHI,DUDHI,09700200401,15
SONBHADRA,COMPOSITE SCHOOL JAPLA,DUDHI,09700200502,25
SONBHADRA,P.S.BIDAR,DUDHI,09700200601,37
SONBHADRA,P.M.S.BIDAR,DUDHI,09700200602,16
SONBHADRA,P.S. MAGARDAHA PAHADI,DUDHI,09700200604,17
SONBHADRA,P.S. CHEROBASTI (BIDAR),DUDHI,09700200607,16
SONBHADRA,P.S.BAWANJHARIYA,DUDHI,09700200701,10
SONBHADRA,COMPOSITE SCHOOL DUMHAN,DUDHI,09700200802,7
SONBHADRA,P.S. BHURASATOLA,DUDHI,09700200803,46
SONBHADRA,P.S. GHAT PINDARI (DUMHAN),DUDHI,09700200804,8
SONBHADRA,COMPOSITE SCHOOL KADAL,DUDHI,09700200903,46
SONBHADRA,P.S. BHUTAHIYA (KADAL),DUDHI,09700200904,15
SONBHADRA,P.S. FAGUWADAR (KADAL),DUDHI,09700200905,11
SONBHADRA,P.S.DUMARDIHA,DUDHI,09700201001,11
SONBHADRA,U.P.S.DUMARDIHA,DUDHI,09700201002,3
SONBHADRA,COMPOSITE SCHOOL GULALJHARIYA,DUDHI,09700201003,51
SONBHADRA,P.S. KANKODAWA,DUDHI,09700201004,4
SONBHADRA,P.M.S. DUMARDEEHA MADHYA,DUDHI,09700201006,28
SONBHADRA,P.S. KATHHOKAWATOLA (DUMARDEEHA),DUDHI,09700201007,21
SONBHADRA,P.S. BODARWATOLA (DUMARDEEHA),DUDHI,09700201008,9
SONBHADRA,P.S. KEVTANTOLA (DUMARDEEHA),DUDHI,09700201009,18
SONBHADRA,COMPOSITE SCHOOL MALDEWA,DUDHI,09700201103,12
SONBHADRA,P.S. KARAMDAHA,DUDHI,09700201104,4
SONBHADRA,P.S.BARIDAN,DUDHI,09700201201,25
SONBHADRA,P.S.PIPARDIH,DUDHI,09700201301,25
SONBHADRA,COMPOSITE SCHOOL HATHWANI,DUDHI,09700201402,37
SONBHADRA,P.S. HATHWANI 2,DUDHI,09700201403,20
SONBHADRA,P.S. SAUNAR,DUDHI,09700201404,10
SONBHADRA,COMPOSITE SCHOOL GARDARAWA,DUDHI,09700201502,50
SONBHADRA,P.S.BAHERADOL,DUDHI,09700201601,32
SONBHADRA,P.M.S. BAHERADOL,DUDHI,09700201603,1
SONBHADRA,COMPOSITE SCHOOL DALAPIPAR,DUDHI,09700201604,64
SONBHADRA,P.S. PAGDEVA (BAHERADOL),DUDHI,09700201605,1
SONBHADRA,P.S. KUSHAHAVATOLA (BAHERADOL),DUDHI,09700201606,9
SONBHADRA,P.S. PRAUNSHILA (BAHERADOL),DUDHI,09700201607,41
SONBHADRA,COMPOSITE SCHOOL KHOKHA,DUDHI,09700201702,24
SONBHADRA,COMPOSITE SCHOOL RAJKHAN,DUDHI,09700201803,24
SONBHADRA,COMPOSITE SCHOOL RAJKHAD PURVI,DUDHI,09700201805,37
SONBHADRA,P.S. RAJKHAD PURVI,DUDHI,09700201806,24
SONBHADRA,P.S. THOGAVA PAHADI (RAJKHAD),DUDHI,09700201807,25
SONBHADRA,P.S.DIGHUL,DUDHI,09700201901,49
SONBHADRA,COMPOSITE SCHOOL DIGHUL,DUDHI,09700201902,51
SONBHADRA,P.S. DIGHUL MADHYA BASTI,DUDHI,09700201906,52
SONBHADRA,Govt. H.S.S. DIGHUL,DUDHI,09700201908,46
SONBHADRA,COMPOSITE SCHOOL NAGWA,DUDHI,09700202002,50
SONBHADRA,P.S. NAGWA PURVI,DUDHI,09700202003,63
SONBHADRA,P.S. BAGHADU,DUDHI,09700202101,20
SONBHADRA,P.M.S.BAGHADU,DUDHI,09700202103,24
SONBHADRA,COMPOSITE SCHOOL BOLTAKARAM,DUDHI,09700202104,53
SONBHADRA,P.S. DHARKARITOLA,DUDHI,09700202106,37
SONBHADRA,P.S. TERHA,DUDHI,09700202201,25
SONBHADRA,P.M.S.TERHA,DUDHI,09700202202,7
SONBHADRA,P.S. KHASTOLA (TERHA),DUDHI,09700202203,15
SONBHADRA,P.S. BANIYADANDI (TERHA),DUDHI,09700202204,10
SONBHADRA,P.S. GHUTGHURIYA (TERHA),DUDHI,09700202205,5
SONBHADRA,P.S. PANIKANTOLA (TERHA),DUDHI,09700202206,1
SONBHADRA,P.S. NIMIYADIH,DUDHI,09700202301,2
SONBHADRA,P.S. SUGAWAMAN,DUDHI,09700202401,23
SONBHADRA,COMPOSITE SCHOOL SIDHAVADAMAR,DUDHI,09700202402,4
SONBHADRA,COMPOSITE SCHOOL AMWAR,DUDHI,09700202504,60
SONBHADRA,COMPOSITE SCHOOL AMWAR GRAMIN,DUDHI,09700202505,1
SONBHADRA,P.S. JHAROKALA,DUDHI,09700202601,49
SONBHADRA,P.S.KARAMDAN,DUDHI,09700202602,28
SONBHADRA,P.M.S.JHAROKALA,DUDHI,09700202603,58
SONBHADRA,P.S. MANBASA MADHYA,DUDHI,09700202604,54
SONBHADRA,P.M.S. MANBASA MADHYA,DUDHI,09700202606,51
SONBHADRA,U.P.S. KANHAIYAGHUTARA,DUDHI,09700202607,37
