District,School,Block,UDISE ID,Saplings
ALIGARH,UPS KHERA KISHAN (1 to 8 Composite School),TAPPAL,09120908602,59
ALIGARH,UPS NAGLA VIJANA (1 TO 8 COMPOSITE SCHOOL),TAPPAL,09120908802,63
ALIGARH,PS. LAL GARI,TAPPAL,09120908901,6
ALIGARH,PS DHARA GARI,TAPPAL,09120909001,3
ALIGARH,PS GAJJU GARI,TAPPAL,09120909101,3
ALIGARH,PS KAMAL PUR,TAPPAL,09120909201,3
ALIGARH,PS BEEGHA KI GARI,TAPPAL,09120909301,13
ALIGARH,PS RAGHAV GARI,TAPPAL,09120909401,9
ALIGARH,PS PERONDIA,TAPPAL,09120909501,4
ALIGARH,PS SHAHNAGAR SOROLA,TAPPAL,09120909701,29
ALIGARH,PS SOTIPURA,TAPPAL,09120910101,20
ALIGARH,PS RAM GARI,TAPPAL,09120910201,9
ALIGARH,PS HEERPURA,TAPPAL,09120910301,11
ALIGARH,PS BHURGARI,TAPPAL,09120910401,9
ALIGARH,PS SHERPUR,TAPPAL,09120910501,3
ALIGARH,UPS DEEP NAGAR JATTARI (1 to 8 Composite School),TAPPAL,09120910602,36
ALIGARH,PS DURGAPUR,TAPPAL,09120910701,35
ALIGARH,PS KURRGARI,TAPPAL,09120910801,63
ALIGARH,PS KALYANPUR,TAPPAL,09120910901,6
ALIGARH,PS GANGAPUR JATTARI,TAPPAL,09120911101,33
ALIGARH,AMRAVATI DEVI HIGH SCHOOL JATTARI,,09120911204,2
ALIGARH,PATEL ESMARAK  INTER COLLEGE JATTARI,TAPPAL,09120911212,2
ALIGARH,SMT REVATI GOYAL RAJKEYA KANYA I.C. JATTA,TAPPAL,09120911213,68
ALIGARH,SHRI JI PUBLIC SCHOOL,TAPPAL,09120911223,15
ALIGARH,BABUJI CONVENT SCHOOL,TAPPAL,09120911224,1
ALIGARH,PS BIJHERA,TAPPAL,09120911301,1
ALIGARH,P S JOR MADI,TAPPAL,09120911401,5
ALIGARH,UPS BHAKRAULA (1 to 8 Composite School),LODHA,09121000102,40
ALIGARH,RATAN PREM D.A.V. GIRLS INTER COLLEGE,LODHA,09121000117,395
ALIGARH,S.B.B.M. INTER COLLEGE,,09121000120,7
ALIGARH,PS.PLA(EASI),LODHA,09121000201,131
ALIGARH,PS.AASNA,LODHA,09121000301,63
ALIGARH,PS.SAHARANPUR,LODHA,09121000401,76
ALIGARH,PS.SINGHARPUR,LODHA,09121000501,55
ALIGARH,UPS.SINGHARPUR,LODHA,09121000502,14
ALIGARH,RAJKEYA HIGH SCHOOL SINGHARPUR,LODHA,09121000503,11
ALIGARH,PS.KHERIA KHUWAJA,LODHA,09121000601,37
ALIGARH,PS.HASANPUR,LODHA,09121000701,79
ALIGARH,UPS HASANPUR,LODHA,09121000702,111
ALIGARH,PS.AHMADPUR,LODHA,09121000801,43
ALIGARH,PS.TALASPUR KHURD,LODHA,09121000901,13
ALIGARH,UPS TALASPUR KHURD,LODHA,09121000902,92
ALIGARH,DELHI PUBLIC SCHOOL CIVIL LINE TALANAGRI RAMGHAT ROAD,LODHA,09121000904,210
ALIGARH,PS.HAJIPUR CHAUHATTA,LODHA,09121001001,84
ALIGARH,UPS HAJIPUR CHAUHATA,LODHA,09121001002,44
ALIGARH,PS.RUSTAMPUR SAKAT KHAN,LODHA,09121001101,77
ALIGARH,PS.BARHAULI FATEH KHAN,LODHA,09121001201,6
ALIGARH,UPS.BADHAULI FATEH KHAN,LODHA,09121001202,71
ALIGARH,PS.MUKANDPUR,LODHA,09121001301,53
ALIGARH,UPS PARIYAVALI (1 to 8 Composite School),LODHA,09121001402,68
ALIGARH,MAHARISHI VIDYA MANDIR SR. SEC. PUBLIC SCHOOL,LODHA,09121001407,1
ALIGARH,PS.BHADESI,LODHA,09121001501,135
ALIGARH,UPS.BHADESI,LODHA,09121001502,140
ALIGARH,SHRI DWARIKA SINGH INTER COLLEGE,,09121001503,2
ALIGARH,PS.NAGLA MANSINGH,LODHA,09121001601,14
ALIGARH,UPS NAGLA MANSINGH,LODHA,09121001603,36
ALIGARH,PS.SARAI HARNARAYAN,LODHA,09121001701,9
ALIGARH,PS. KASBA KOL,LODHA,09121001801,181
ALIGARH,PS.LODHA 2,LODHA,09121001902,8
ALIGARH,KANYA KR. LODHA (1 to 8 Composite School),LODHA,09121001903,50
ALIGARH,GRAM SAMAJ U M VIDYALAY,LODHA,09121001923,10
ALIGARH,SANSKRIT KANYA INTER COLLEGE,LODHA,09121001926,55
ALIGARH,SHRI ANJANI KUMAR INT. COLLEGE,,09121001930,8
ALIGARH,MODERN SIR SYED INTER COLLEGE RORAWAR,,09121001935,3
ALIGARH,NEW S.B.B.M KANYA INTER COLLEGE,,09121001938,2
ALIGARH,G.D. PUBIC SR.SEC SCHOOL ALIGARH,,09121001943,4
ALIGARH,DELHI PUBLIC SCHOOL ALIGARH,LODHA,09121001945,2
ALIGARH,PS.LAHOSRA,LODHA,09121002001,2
ALIGARH,UPS LAHOSARA (1 to 8 Composite School),LODHA,09121002002,14
ALIGARH,UPS ATALPUR (1 to 8 Composite School),LODHA,09121002102,65
ALIGARH,PS.MUSEPUR,LODHA,09121002201,26
ALIGARH,UPS NADROI (1 to 8 Composite School),LODHA,09121002302,36
ALIGARH,PS.KARSUA,LODHA,09121002401,52
ALIGARH,UPS KARSUA,LODHA,09121002402,41
ALIGARH,PS NAGLA KARSUA,LODHA,09121002403,29
ALIGARH,SANT ASHARAM JI PUBLIC SCHOOL,,09121002404,4
ALIGARH,PS.PARSAHRA,LODHA,09121002501,46
ALIGARH,UPS.PARSAHRA,LODHA,09121002502,88
ALIGARH,PS.DUNAI,LODHA,09121002701,10
ALIGARH,PS.NAHRA,LODHA,09121002801,62
ALIGARH,SUSHEELA DEVI K. UCHTAR MADHIYMIK,LODHA,09121002802,14
ALIGARH,PS.MADRAK 1,LODHA,09121002901,74
ALIGARH,PS.MADRAK 2,LODHA,09121002902,102
ALIGARH,UPS.MADRAK,LODHA,09121002903,78
ALIGARH,SARSWATI GYAN MANDIR INTER COLLAGE ,LODHA,09121002910,6
ALIGARH,SARASWATI GYAN MANDIR JUNIOR HIGH SCHOOL,LODHA,09121002912,1
ALIGARH,PS.SHAHPURMADRAK,LODHA,09121003001,17
ALIGARH,UPS SHAHPUR MADRAK,LODHA,09121003002,14
ALIGARH,PS.KOTHIYA,LODHA,09121003101,35
ALIGARH,UPS KOTHIYA,LODHA,09121003102,53
ALIGARH,PS.NAHTI,LODHA,09121003201,71
ALIGARH,UPS NAHATI,LODHA,09121003202,1
ALIGARH,PS.MUKATGARHI,LODHA,09121003301,17
ALIGARH,UPS.MUKATGARHI,LODHA,09121003302,10
ALIGARH,UPS MAINATH (1 to 8 Composite School),LODHA,09121003402,17
ALIGARH,PS.AABUPUR,LODHA,09121003501,18
ALIGARH,PS.MANOHARPUR KAISTA,LODHA,09121003601,163
ALIGARH,UPS RAM NAGAR (1 to 8 Composite School),LODHA,09121003703,138
ALIGARH,PS EASI,LODHA,09121003801,73
ALIGARH,UPS EASI,LODHA,09121003802,2
ALIGARH,KETAN CONVENT SCHOOL,LODHA,09121003904,2
ALIGARH,UPS.SHIKHARAN (1 to 8 Composite School),LODHA,09121004002,42
ALIGARH,PS.KHERIA KHUSH KHABAR,LODHA,09121004101,22
ALIGARH,ST. FIDELIS SCHOOL,LODHA,09121004102,1
ALIGARH,PS.HIRNAUTHI,LODHA,09121004201,12
ALIGARH,UPS . BAROTH CHHAJMAL (1 to 8 Composite School),LODHA,09121004302,40
ALIGARH,UPS BULAK GARHI (1 to 8 Composite School),LODHA,09121004402,89
ALIGARH,UPS.JIRAULI DOR (1 to 8 Composite School),LODHA,09121004502,41
ALIGARH,PS.BHAGWANPUR,LODHA,09121004601,61
ALIGARH,PS.SAIMLA,LODHA,09121004701,81
ALIGARH,UPS.TAJPUR RASULPUR (1 to 8 Composite School),LODHA,09121004802,28
ALIGARH,PS.HAYATPUR HINGHOTIA,LODHA,09121004901,48
ALIGARH,PS.NADHA,LODHA,09121005001,65
ALIGARH,SHASHI JH.S. JALALPUR,,09121005005,5
ALIGARH,K.G.B.V. MADRAK LODHA,LODHA,09121005009,18
ALIGARH,GOVERNMENT HIGH SCHOOL RORAVAR ALIGARH,LODHA,09121005012,25
ALIGARH,PS.KESHUPUR JOFARI,LODHA,09121005102,16
ALIGARH,UPS KESHUPUR JOFARI,LODHA,09121005103,2
ALIGARH,PS.CHAMRAULA,LODHA,09121005201,52
ALIGARH,PS.SHAHPUR  KUTUB,LODHA,09121005301,75
ALIGARH,PS.SALEMPUR MAFI,LODHA,09121005401,192
ALIGARH,PS.ALADADPUR NIBRI,LODHA,09121005501,18
ALIGARH,PS.ASHRAFPUR JALAL,LODHA,09121005601,63
ALIGARH,ARAYAN PUBLIC SCHOOL,LODHA,09121005604,1
ALIGARH,PS.IBRAHIMPUR,LODHA,09121005701,91
ALIGARH,PS.HARDASPUR,LODHA,09121005801,51
ALIGARH,UPS.HARDASPUR,LODHA,09121005802,25
ALIGARH,PS.KARILIA,LODHA,09121005901,10
ALIGARH,PS.BARHAUN,LODHA,09121006001,14
ALIGARH,MOHINI ADARSH INTER COLLEGE BADHON,LODHA,09121006004,176
ALIGARH,UPS.BINUPUR (1 to 8 Composite School),LODHA,09121006102,96
ALIGARH,P.S.BADHAULA HAZI,LODHA,09121006201,19
ALIGARH,PS.BHARATPUR,LODHA,09121006301,24
ALIGARH,UPS BHARATPUR,LODHA,09121006302,28
ALIGARH,UPS AMARPUR NEHRA (1 to 8 Composite School),LODHA,09121006402,54
ALIGARH,UPS.RUSTAMPUR NAIMABAD (1 to 8 Composite School),LODHA,09121006602,14
ALIGARH,UPS DIGSI (1 to 8 Composite School),LODHA,09121006702,29
ALIGARH,PS.PINJRI NAGRIA,LODHA,09121006801,30
ALIGARH,UPS . HEERPUR,LODHA,09121006903,14
ALIGARH,PS.LAHORRA,LODHA,09121007001,10
ALIGARH,UPS LAHORRA,LODHA,09121007002,1
ALIGARH,PS.KHIJARPUR JOSHIA,LODHA,09121007101,14
ALIGARH,PS.MARHAULA,LODHA,09121007201,20
ALIGARH,UPS.KIRATPUR NIMANA (1 to 8 Composite School),LODHA,09121007302,7
ALIGARH,PS.MAHUA KHERHA,LODHA,09121007401,51
ALIGARH,UPS MAHUA KHERHA,LODHA,09121007402,32
ALIGARH,PS.CHILKAURA,LODHA,09121007501,61
ALIGARH,SHANTINIKETAN WORLD SCHOOL PANCHSEEL COLONEY,LODHA,09121007503,6
ALIGARH,PS QUARSI,LODHA,09121007601,21
ALIGARH,LT NAHAR SINGH INTER COLLEGE,LODHA,09121007607,2
ALIGARH,BRILIANT PUBLIC SCHOOL,LODHA,09121007609,328
ALIGARH,"ENGINEERS COLONY SENIOR SECONDARY SCHOOL,ALIGARH",LODHA,09121007612,2
ALIGARH,NURTURE INTERNATIONAL SCHOOL,,09121007613,3
ALIGARH,WISDOM PUBLIC SCHOOL,LODHA,09121007615,188
ALIGARH,BRIGHT SUN SCHOOL,LODHA,09121007616,4
ALIGARH,DREAM INTERNATIONAL SCHOOL,LODHA,09121007619,1
ALIGARH,UPS.DEVSAINI (1 to 8 Composite School),LODHA,09121007702,20
ALIGARH,DIVINE INDIA PUBLIC SCHOOL,LODHA,09121007703,1
ALIGARH,PS.TALASPUR  KALAN,LODHA,09121007801,66
ALIGARH,BLOSSOMS GLOBAL SCHOOL,LODHA,09121007805,1
ALIGARH,PS.SUKHRAWALI,LODHA,09121007901,57
ALIGARH,UPS SHUKHRAVALI,LODHA,09121007902,30
ALIGARH,UPS.HAYATPUR BIJHERHA (1 to 8 Composite School),LODHA,09121008001,83
ALIGARH,UPS GIRDHARPUR (1 to 8 Composite School),LODHA,09121008102,70
ALIGARH,PS.RAJMAU,LODHA,09121008301,29
ALIGARH,PS.CHANDAULA,LODHA,09121008401,14
ALIGARH,UPS CHUAWALI (1 to 8 Composite School),LODHA,09121008502,15
ALIGARH,UPS BARAI SUWHANGARI,LODHA,09121008602,13
ALIGARH,PS.SANGAUR,LODHA,09121008701,3
ALIGARH,PS.BHARTARI,LODHA,09121008801,32
ALIGARH,Ankur Public School,LODHA,09121008802,1
ALIGARH,Hare Krishna Public School,LODHA,09121008803,10
ALIGARH,PS.NAUGAWAN ARJUN,LODHA,09121009201,91
ALIGARH,UPS NAUGAWAN ARJUN,LODHA,09121009202,60
ALIGARH,PS.BITHNA,LODHA,09121009301,69
ALIGARH,UPS.BITHNA,LODHA,09121009302,62
ALIGARH,PS.SADALPUR,LODHA,09121009401,68
ALIGARH,PS.DHAURA PALAN,LODHA,09121009501,27
ALIGARH,PS.BAD BADMNI,LODHA,09121009601,52
ALIGARH,UPS BADBAMANI,LODHA,09121009602,8
ALIGARH,UPS ASNETA JHANGERABAD (1 to 8 Composite School),LODHA,09121009702,27
ALIGARH,PS AMARPUR KODLA,LODHA,09121009801,65
ALIGARH,PS.LALGARHI,LODHA,09121009901,87
ALIGARH,PS.INAYATPUR BJHERA,LODHA,09121010001,67
ALIGARH,PS.GOVINDPUR FAGOI,LODHA,09121010101,53
ALIGARH,UPS.GOVINDPUR  FAGOI,LODHA,09121010102,46
ALIGARH,PS.NURPUR,LODHA,09121010201,1
ALIGARH,PS.KETHWARI,LODHA,09121010301,10
ALIGARH,UPS ILYASPUR (1 to 8 Composite School),LODHA,09121010402,12
ALIGARH,PS.SARSAUL,LODHA,09121010501,57
ALIGARH,KRISHNA INTERNATIONAL SCHOOL,LODHA,09121010516,1
ALIGARH,PS.BHIKAMPUR,LODHA,09121010601,6
ALIGARH,UPS BHUKHRAVALI (1 to 8 Composite School),LODHA,09121010702,81
ALIGARH,UPS LEKHRAJPUR (1 to 8 Composite School),LODHA,09121010802,20
ALIGARH,PS.NAGALIYA MAHRAVAL,LODHA,09121010901,76
ALIGARH,UPS.ELAMPUR (1 to 8 Composite School),LODHA,09121011002,512
ALIGARH,PS.JATANPUR CHIKAWATI,LODHA,09121011201,69
ALIGARH,PS.MANDLA,LODHA,09121011301,24
ALIGARH,UPS.MANDLA,LODHA,09121011302,20
ALIGARH,UPS KARAHLA GORVA (1 to 8 Composite School),LODHA,09121011402,60
ALIGARH,PS.BARAULI BHIKAM,LODHA,09121011501,11
ALIGARH,PS.BHAMRAULA,LODHA,09121011601,47
ALIGARH,PS.BARHA GANW,LODHA,09121011701,18
ALIGARH,MAHARANI AHILYABAI INTER COLLEGE BARAGAON AKBARPUR,,09121011702,3
ALIGARH,PS.SHAHRI MADAN GARHI,LODHA,09121011801,61
ALIGARH,UPS.SHAHRI MADAN GARHI,LODHA,09121011802,2
ALIGARH,UPS.RANIHAR,LODHA,09121011902,25
ALIGARH,PS.RANHA,LODHA,09121012001,38
ALIGARH,PS.BALBHADRAPUR,LODHA,09121012101,20
ALIGARH,UPS BHAIMATI (1 to 8 Composite School),LODHA,09121012202,111
ALIGARH,UPS BHANKARI (1 to 8 Composite School),LODHA,09121012302,15
ALIGARH,Mission International Academy,LODHA,09121012305,4
ALIGARH,SANT SAR PUBLIC SCHOOL,LODHA,09121012307,12
ALIGARH,PS KARHALA BAGRI,LODHA,09121012401,11
ALIGARH,UPS MEHRAVAL (1 to 8 Composite School),LODHA,09121012602,64
ALIGARH,UPS DOLRA NIRPAL (1 to 8 Composite School),LODHA,09121012802,101
ALIGARH,UPS. SHAHPUR KUTUB,LODHA,09121012901,97
ALIGARH,PS MADER KHERA,LODHA,09121013001,26
ALIGARH,PS NAGLA BEERIYA,LODHA,09121013101,39
ALIGARH,PS. CHHANHARI,LODHA,09121013301,44
ALIGARH,PS. BIJAUNA BIJURG,LODHA,09121013401,4
ALIGARH,PS. NAGLA PURAN MAL,LODHA,09121013501,49
ALIGARH,PS. RUSTUMPUR AKHAN,LODHA,09121013601,22
ALIGARH,PS. RAZA NAGAR,LODHA,09121013701,125
ALIGARH,UPS RAZA NAGAR,LODHA,09121013702,71
ALIGARH,PS SAMASTPUR KERAT,LODHA,09121013801,62
ALIGARH,PS ARYA NAGAR,LODHA,09121013901,20
ALIGARH,PS CHANDPURA,LODHA,09121014001,51
ALIGARH,PS RUSTUMPUR DHOLA,LODHA,09121014101,22
ALIGARH,UPS BAROLA JAFARABAD (1 to 8 Composite School),LODHA,09121014202,74
ALIGARH,PS NAGLA SINDHI,LODHA,09121014301,12
ALIGARH,PS NAGLA SHYAM,LODHA,09121014401,20
ALIGARH,PS NAGLA MOHKAMPUR,LODHA,09121014501,70
ALIGARH,PS RORAVER,LODHA,09121014601,1
ALIGARH,PS NAGLA MONI,LODHA,09121014701,7
ALIGARH,PS NAGLA MURARI,LODHA,09121014801,75
ALIGARH,PS NAGLA DANSAHAY,LODHA,09121014901,26
ALIGARH,PS NAGLA PEEPAL,LODHA,09121015001,50
ALIGARH,PS ASNATI,LODHA,09121015401,16
ALIGARH,UPS NANGLA JOTU (1 TO 8 COMPOSITE SCHOOL),GONDA,09121100102,32
ALIGARH,PS DAHORA,GONDA,09121100201,13
ALIGARH,PS NAGLA BIRKHOO,GONDA,09121100301,5
ALIGARH,VADIC INTER COLLEGE NAGALA BIRKHU,GONDA,09121100303,2
ALIGARH,UPS CHHOTIBALLABH (1 TO 8 COMPOSITE SCHOOL),GONDA,09121100402,93
ALIGARH,PS BRISHBHANPUR,GONDA,09121100501,43
ALIGARH,UPS (BANIYA KHERA)BRISHBHANPUR,GONDA,09121100502,44
ALIGARH,UPS SARKORIYA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121100702,20
ALIGARH,PS DHANTOLLY,GONDA,09121100801,25
ALIGARH,PS PACHAWARI,GONDA,09121100901,25
ALIGARH,UPS KUNVARPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121101003,7
ALIGARH,PS SHEKHUPUR,GONDA,09121101101,5
ALIGARH,PS PAINDAPUR,GONDA,09121101301,4
ALIGARH,UPS PAINDAPUR,GONDA,09121101302,48
ALIGARH,PS TAL NAGAR,GONDA,09121101501,31
ALIGARH,PS NAGLA SARTAJ,GONDA,09121101601,11
ALIGARH,UPS RAJABAL (1 TO 8 COMPOSITE SCHOOL),GONDA,09121101702,1
ALIGARH,UPS CHHUHARPUR KINMASA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121101803,80
ALIGARH,UPS GIDORA,GONDA,09121101901,4
ALIGARH,UPS MAJUPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121102003,35
ALIGARH,PS NAGLA THANDI,GONDA,09121102006,2
ALIGARH,PS SUBKARA,GONDA,09121102101,17
ALIGARH,UPS SUBKARA,GONDA,09121102102,3
ALIGARH,PS BOLLA,GONDA,09121102201,1
ALIGARH,PS DIGSARI,GONDA,09121102301,38
ALIGARH,UPS DIGSARI,GONDA,09121102302,17
ALIGARH,UPS TALESARA,GONDA,09121102402,4
ALIGARH,TALESARA I. C. TALESARA,GONDA,09121102405,2
ALIGARH,PS NAGLA KOLI TALESARA,GONDA,09121102406,4
ALIGARH,PS DAMGARI,GONDA,09121102501,1
ALIGARH,PS IKTAJPUR,GONDA,09121102601,35
ALIGARH,PS RUDAEN TARAPUR,GONDA,09121102701,6
ALIGARH,UPS RUDAEN TARAPUR,GONDA,09121102702,27
ALIGARH,UPS BASAI (1 TO 8 COMPOSITE SCHOOL),GONDA,09121102803,6
ALIGARH,PS GONDA,GONDA,09121103004,10
ALIGARH,SHREE BALVEER SINGH  SMARAK INTER COLLEGE,,09121103006,4
ALIGARH,PS DHONDA,GONDA,09121103007,10
ALIGARH,D.L. VIDHYA NITETAN I.C. GONDA,GONDA,09121103011,1
ALIGARH,LAGSAMA I. C. GONDA,GONDA,09121103013,125
ALIGARH,LAGSAMA KANYA . I. C. GONDA,,09121103016,7
ALIGARH,KGBV GONDA,GONDA,09121103023,12
ALIGARH,PS SHYAM NAGARIA,GONDA,09121103201,30
ALIGARH,PS BASOLLI,GONDA,09121103401,26
ALIGARH,UPS BASOLLI,GONDA,09121103402,27
ALIGARH,PS KODHA,GONDA,09121103501,59
ALIGARH,UPS MANGARI (1 TO 8 COMPOSITE SCHOOL),GONDA,09121103602,31
ALIGARH,PS PEPPALIKALAN,GONDA,09121103701,9
ALIGARH,PS NAGLA KUNJI,GONDA,09121103801,1
ALIGARH,UPS NAGLA KUNJI,GONDA,09121103802,25
ALIGARH,PS NUNERA,GONDA,09121104001,26
ALIGARH,UPS NUNERA,GONDA,09121104002,11
ALIGARH,UPS NAYABANS,GONDA,09121104101,3
ALIGARH,SHRIMATI GAYATRI DEVI SEN SEC VIDHYA MANDIR MAJUPUR,,09121104104,6
ALIGARH,PS AJAHARI,GONDA,09121104301,9
ALIGARH,UPS AJAHARI,GONDA,09121104302,21
ALIGARH,UPS NAGLA FAKIRA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121104402,36
ALIGARH,PS KAMTHAL,GONDA,09121104502,7
ALIGARH,ADARSH LAGSAMA INTER COLLEGE,GONDA,09121104508,33
ALIGARH,UPS NAGLA DEV (1 TO 8 COMPOSITE SCHOOL),GONDA,09121104602,19
ALIGARH,PS.JALHU,GONDA,09121104702,12
ALIGARH,PS MURWAR,GONDA,09121104801,1
ALIGARH,PS HASAN GAR,GONDA,09121104901,3
ALIGARH,PS SADHA,GONDA,09121105001,1
ALIGARH,UPS SADHA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121105002,8
ALIGARH,UPS RAFAYATPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121105102,21
ALIGARH,PS NAGLA CHANDRAM,GONDA,09121105301,33
ALIGARH,UPS GHALAU (1 TO 8 COMPOSITE SCHOOL),GONDA,09121105402,12
ALIGARH,PS NAGLA VEERA,GONDA,09121105501,15
ALIGARH,UPS NAGLA BHUWIA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121105602,10
ALIGARH,UPS BELLOTH (1 TO 8 COMPOSITE SCHOOL),GONDA,09121105702,67
ALIGARH,PS KALUA,GONDA,09121105801,39
ALIGARH,PS NAGLA BALRAM,GONDA,09121105901,2
ALIGARH,PS RAMPUR  DEHAT,GONDA,09121106101,19
ALIGARH,UPS RAMPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121106103,13
ALIGARH,UPS BHAIYA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121106202,32
ALIGARH,PS NIDHOLI,GONDA,09121106301,2
ALIGARH,UPS NIDHOLI,GONDA,09121106302,44
ALIGARH,UPS SALEMPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121106502,30
ALIGARH,UPS KAMALPUR MAROTHA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121106702,16
ALIGARH,PS SAVANPUR,GONDA,09121106801,2
ALIGARH,UPS DETA JALALPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121106902,69
ALIGARH,PS GIDORA,GONDA,09121107001,7
ALIGARH,UPS GINDORA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121107002,7
ALIGARH,UPS KHIRSOLI (1 TO 8 COMPOSITE SCHOOL),GONDA,09121107202,23
ALIGARH,UPS JATWAR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121107302,5
ALIGARH,PS SHAHPUR THATHOI,GONDA,09121107401,19
ALIGARH,UPS SHAHPUR THATHOI,GONDA,09121107402,36
ALIGARH,PS. BHANGRA,GONDA,09121107404,10
ALIGARH,PS NAGLA FATOLA,GONDA,09121107601,2
ALIGARH,PS MAUJIPUR,GONDA,09121107702,4
ALIGARH,GRAMODYA UPS SADHU ASHRAM,GONDA,09121107703,2
ALIGARH,MANIRAM VIDHYALAY,GONDA,09121107705,3
ALIGARH,PS MEHADORA,GONDA,09121107801,59
ALIGARH,UPS MEHADORA,GONDA,09121107802,97
ALIGARH,UPS JAMMON (1 TO 8 COMPOSITE SCHOOL),GONDA,09121107903,33
ALIGARH,PS GORAI,GONDA,09121108001,87
ALIGARH,GAYATRI DEEVI RAJKEY INTER COLLEGE  GORAI,GONDA,09121108003,31
ALIGARH,SMT SAROJ SINGH RASTREYA I.C.GORAI,GONDA,09121108012,28
ALIGARH,UPS BASHTODA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121108102,18
ALIGARH,TRIMURTI U.P.SCHOOL,,09121108103,4
ALIGARH,PS KUBRA,GONDA,09121108301,2
ALIGARH,UPS KUBRA,GONDA,09121108302,23
ALIGARH,PS SHYAM GARI,GONDA,09121108401,10
ALIGARH,UPS SHYAM GARI,GONDA,09121108402,56
ALIGARH,PS.KAROLI,GONDA,09121108403,12
ALIGARH,PS SURMA KAROLI,GONDA,09121108601,27
ALIGARH,UPS SURJA,GONDA,09121108602,1
ALIGARH,PS BAS CHHINTA,GONDA,09121108701,2
ALIGARH,UPS BAS CHHINTA,GONDA,09121108702,36
ALIGARH,PS BAS SUDAMA,GONDA,09121108801,15
ALIGARH,UPS BAS SUDAMA,GONDA,09121108802,10
ALIGARH,PS GARI BUCHHA,GONDA,09121108901,4
ALIGARH,PS AMARPURA DHANA,GONDA,09121109001,2
ALIGARH,PS CHHECHHU,GONDA,09121109101,4
ALIGARH,UPS CHHCHHU,GONDA,09121109102,27
ALIGARH,PS NAGLA RAJUA,GONDA,09121109103,9
ALIGARH,UPS MEHBALA  (1 TO 8 COMPOSITE SCHOOL),GONDA,09121109202,33
ALIGARH,PS HAROTHA,GONDA,09121109301,17
ALIGARH,UPS HAROTHA,GONDA,09121109302,41
ALIGARH,PS NAGLA MALLU,GONDA,09121109303,4
ALIGARH,sri ram inter college ramnagar harauth aligarh,,09121109306,7
ALIGARH,PS MUMREJA,GONDA,09121109401,54
ALIGARH,Pt Deendayal Upadhyay Govt Model Inter College Tamotia,GONDA,09121109505,71
ALIGARH,PS BHANAU,GONDA,09121109601,2
ALIGARH,PS ALIPURA SARKORIA,GONDA,09121109702,5
ALIGARH,PS SARKORIA,GONDA,09121109801,14
ALIGARH,PS JAHROLLY,GONDA,09121109901,15
ALIGARH,UPS JAHROLLY,GONDA,09121109902,14
ALIGARH,UPS KALINJARI (1 TO 8 COMPOSITE SCHOOL),GONDA,09121110002,5
ALIGARH,UPS USARPUR TARAPUR (1 TO 8 COMPOSITE SCHOOL),GONDA,09121110103,24
ALIGARH,PS. PACHHARA,GONDA,09121110401,2
ALIGARH,UPS KHEM KA BANS (1 TO 8 COMPOSITE SCHOOL),GONDA,09121110502,7
ALIGARH,PS KANTHI NAGARIA,GONDA,09121110601,16
ALIGARH,PS KANSKA,GONDA,09121110701,4
ALIGARH,PS NAGLA BARI,GONDA,09121110801,20
ALIGARH,PS MUKUNDPUR,GONDA,09121110901,15
ALIGARH,UPS DHANDHARIA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121111002,25
ALIGARH,PS NAGLA PAHARI,GONDA,09121111301,1
ALIGARH,UPS NAGLA JANGALI (1 TO 8 COMPOSITE SCHOOL),GONDA,09121111402,23
ALIGARH,PS MORVAN MADHI,GONDA,09121111501,3
ALIGARH,PS SONOTH,GONDA,09121111601,1
ALIGARH,PS MADHO,GONDA,09121111701,18
ALIGARH,PS BHADIRA NO 2,GONDA,09121111801,18
ALIGARH,PS HIRNOTI,GONDA,09121111901,26
ALIGARH,UPS HIRDEY KI NAGARIA (1 TO 8 COMPOSITE SCHOOL),GONDA,09121112002,7
ALIGARH,UPS NAGLA ADDU (1 TO 8 COMPOSITE SCHOOL),GONDA,09121112102,28
ALIGARH,PS. CHILAVATI,GONDA,09121112201,2
ALIGARH,PS GODILPUR,GONDA,09121112301,50
ALIGARH,PS MUDIA,GONDA,09121112601,4
ALIGARH,PS NAGLA  GHANA,GONDA,09121112701,1
ALIGARH,PS GADAUA,GONDA,09121112801,19
ALIGARH,PS THATHOI,GONDA,09121112901,15
ALIGARH,PS VIJAYGARH,GONDA,09121113001,20
