#,School Name,District,Block Name,School Type,UDISE ID
1,"_x000d_
S K B VIDYA MANDIR HIGH SCHOOL M A ROAD HUKULGANJ",VARANASI,NAGAR NIGAM,N/A,9670909641
2, ABHINAV VIDYALAYA,KANNAUJ,KANNAUJ,N/A,9300101406
3, ADARSH SHRI SARASWATI SANSKRIT U M VIDYALAYA RITHIYA PIPRAICH GORAKHPUR,GORAKHPUR,PIPRAICH,N/A,9581906202
4, ATULASHA VIDHYALAY SECTOR 125 NOIDA,GAUTAM BUDDHA NAGAR,VISRAKH,N/A,9104104844
5, CAMPOSITE SCHOOL SWAMI PADA,MEERUT,MEERUT NAGAR,N/A,9071306908
6, COMPOSIT SCHOOL SHOBHAPUR,MEERUT,MEERUT NAGAR,N/A,9071300802
7, COMPOSIT SCHOOL SUNDARAPUTHA,MEERUT,MEERUT NAGAR,N/A,9071302502
8, COMPOSITE KARAMPUR,BALLIA,BERUARBARI,N/A,9630804603
9, COMPOSITE PRIMARY SCHOOL MUKARI,BAGHPAT,PILANA,N/A,9080702402
10, COMPOSITE SCHOOL  ANDAR KOTE,MEERUT,MEERUT NAGAR,N/A,9071306805
11, COMPOSITE SCHOOL  KAISER GANG,MEERUT,MEERUT NAGAR,N/A,9071304302
12, COMPOSITE SCHOOL  KOERIPATTI,DEORIA,PATTHRDEVA,N/A,9600512102
13, COMPOSITE SCHOOL  LAUNDI,JHANSI,GURSARAI,N/A,9360608402
14, COMPOSITE SCHOOL  NAGLA TASHI,MEERUT,MEERUT NAGAR,N/A,9071302301
15, COMPOSITE SCHOOL  PANDAYPUR,DEORIA,PATTHRDEVA,N/A,9600503402
16, COMPOSITE SCHOOL  PRAHLAD NAGAR,MEERUT,MEERUT NAGAR,N/A,9071300902
17, COMPOSITE SCHOOL  PURVA AHIRAN,MEERUT,MEERUT NAGAR,N/A,9071301505
18, COMPOSITE SCHOOL  RAMPUR SHUKL,DEORIA,PATTHRDEVA,N/A,9600506002
19, COMPOSITE SCHOOL  SHAHPUR SHUKL,DEORIA,PATTHRDEVA,N/A,9600502402
20, COMPOSITE SCHOOL BHARAHAPARA,GONDA,WAZIRGANJ,N/A,9531808203
21, COMPOSITE SCHOOL DASHRATHPUR,BHADOI,GYANPUR,N/A,9710209801
22, COMPOSITE SCHOOL DEVAGHAT,DEORIA,PATTHRDEVA,N/A,9600510002
23, COMPOSITE SCHOOL GHORTAP,DEORIA,PATTHRDEVA,N/A,9600508702
24, COMPOSITE SCHOOL KASHI,MEERUT,MEERUT NAGAR,N/A,9071303101
25, COMPOSITE SCHOOL KRISHNA PURI,MEERUT,MEERUT NAGAR,N/A,9071305703
26, COMPOSITE SCHOOL MALAVAVAR,DEORIA,PATTHRDEVA,N/A,9600500202
27, COMPOSITE SCHOOL MALGHOT VIRAICH,DEORIA,PATTHRDEVA,N/A,9600503904
28, COMPOSITE SCHOOL MASAJIDIYA,DEORIA,PATTHRDEVA,N/A,9600501702
29, COMPOSITE SCHOOL PAKAHAGADH,DEORIA,PATTHRDEVA,N/A,9600505602
30, COMPOSITE SCHOOL PATHRDEVA,DEORIA,PATTHRDEVA,N/A,9600511602
31, COMPOSITE SCHOOL SAKATUYA BUJURG,DEORIA,PATTHRDEVA,N/A,9600509202
32, COMPOSITE SCHOOL SARAI BAHELEEM,MEERUT,MEERUT NAGAR,N/A,9071302405
33, COMPOSITE SCHOOL SUNDARPUR,DEORIA,PATTHRDEVA,N/A,9600512602
34, COMPOSITE SCHOOL TIRAMASAHUN,DEORIA,PATTHRDEVA,N/A,9600511902
35, COMPOSITE SCHOOL VARAE PATTI,DEORIA,PATTHRDEVA,N/A,9600509302
36, COMPOSITE SCHOOLGHUDI KUND KALA,DEORIA,PATTHRDEVA,N/A,9600501802
37, COMPOSITE U P S MEERPUR MANSHA,AMBEDKAR NAGAR,KATEHARI,N/A,9480512701
38, COMPOSITEU P S JAFARGANJ,AMBEDKAR NAGAR,AKBARPUR,N/A,9480101902
39, G D GOENKA INTERNATIONAL SCHOOL,GAUTAM BUDDHA NAGAR,VISRAKH,N/A,9100102906
40, GOVERNMENT HIGH SCHOOL KUSUMHA,SONBHADRA,CHATRA,N/A,9704107141
41, GOVT GIRLS INTER COLLEGE PADRI KHURD UNNAO,UNNAO,BICHHIYA,N/A,9261003410
42, GOVT. HIGH SCHOOL SANAHI,RAE BARELI,RAHI,N/A,9280103704
43, J.H.S  JATWAN  COMPOSITE,MORADABAD,THAKURDWARA,N/A,9041212302
44, JHS HARIRAMPUR,JAUNPUR,SIKRARA,N/A,9640207704
45, JHS KUNDARKI BHOOR 2,JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,N/A,9062409102
46, JHS SHYORAM PUR,BULANDSHAHR,JAHAGIRABAD,N/A,9111203802
47, MADARSA ZAMIYA MANZOORUL ULOOM  SAIDAPUR,AMBEDKAR NAGAR,AKBARPUR,N/A,9480106002
48," P.P, BAGPAT GATE 2",MEERUT,MEERUT NAGAR,N/A,9071305403
49, P.S.NAVALPUR,DEORIA,SALIMPUR,N/A,9600406901
50, PM SHRI  PS SAWITGARH,BULANDSHAHR,ARNIA,N/A,9110409201
51, PT SRI VISHNUDEV PRASAD TRIPATHI SANSKRIT U M VIDYALAYA PIPRAHIYA CHAURI CHAURA GORAKHPUR,GORAKHPUR,SARDARNAGAR,N/A,9580801209
52, RAMCHANDRA SMARK VIDYA MANDIR INTER COLLEGE BASTAULI,KHERI,KUMBHI-GOLA,N/A,9230502301
53, SARASWATI GYAN MANDIR MUKERA SHIKARPUR,BULANDSHAHR,SHIKARPUR,N/A,9110209717
54, SHRI RAJDHARI TRIPATHI SANSKRIT U M VIDYALAYA KHAIRATI SIDHE GOUR GORAKHPUR,GORAKHPUR,BADHALGANJ,N/A,9581201704
55, U.P.S. SADAK DUDHLEE MERGE,SAHARANPUR,PUNWARKA,N/A,9011005104
56,* BHAGAWATI DHAM INTER COLL. KHARGIPUR,VARANASI,CHIRAIGAON,N/A,9670712701
57,* RAGHUBANSH I.C. DHAURAHARA,VARANASI,CHOLAPUR,N/A,9670603303
58,* SANJAY GANDHI VIDYA MANDIR U.M.V. BALUA,VARANASI,BARAGAON,N/A,9670206202
59,* SARDAR PATEL I.C. BARAHAINI,VARANASI,ARAJILINES,N/A,9670503702
60,* SHRI KHDESWARI BABA INTER COLLEGE CHANDPUR,VARANASI,CHIRAIGAON,N/A,9670703402
61,* VIDYA VIHAR INTER COLLEGE SALARPUR RASULGARH SARNATH,VARANASI,CHIRAIGAON,N/A,9670711701
62,- ANSUIYA MAHILA U.M.V. CHHOTI PIYARI,VARANASI,NAGAR NIGAM,N/A,9670907810
63,- BHARATI NIKETAN U.M.V. ISHWARGANGI,VARANASI,NAGAR NIGAM,N/A,9670908519
64,- GANESH VIDYA MANDIR BALIKA I.C. GANESH DIXIT LANE,VARANASI,NAGAR NIGAM,N/A,9670908502
65,- INIDRA GANDHI MAHILA U.M.V. AGAUSTKUNDA VNS.,VARANASI,NAGAR NIGAM,N/A,9670910910
66,- KAMALA BALIKA INTER COLLEGE BASANI,VARANASI,BARAGAON,N/A,9670203904
67,- KAMALA PATI TRIPATHI BOYS INTER COLLEGE  SHASTRINAGAR,VARANASI,NAGAR NIGAM,N/A,9670909620
68,- NATIONAL INTER COLLEGE PILIKOTHI,VARANASI,NAGAR NIGAM,N/A,9670906320
69,- NAVYUG VIDYA MANDIR INTER COLLEGE CHAUKAGHAT,VARANASI,NAGAR NIGAM,N/A,9670909627
70,- PS+UPS RAMAKANT SEWA SANSHTHAN,VARANASI,NAGAR NIGAM,N/A,9670900103
71,- RUKMANI VIDYALAY I.C. BAIJNATTHA (TULSIPUR),VARANASI,NAGAR NIGAM,N/A,9670901934
72,- SANATAN DHARM INTER COLLEGE,VARANASI,NAGAR NIGAM,N/A,9670910931
73,- SARASWATI INTER COLLEGE SURIYA,VARANASI,NAGAR NIGAM,N/A,9670908507
74,- SEWA BHARATI UTTAR BUNIYADI VIDYALAYA SEWAPURI,VARANASI,SEWAPURI,N/A,9670400702
75,- SRI AGRASEN KANYA INTER COLLEGE TOWANHALL,VARANASI,NAGAR NIGAM,N/A,9670908509
76,- SRI AGRASEN MAHAJANI MAHAVIDYALAYA I.C. CHAUKHAMBHA,VARANASI,NAGAR NIGAM,N/A,9670908513
77,- SRI VALLABH VIDYAPEETH GIRLS I.C. BHAIRONATH,VARANASI,NAGAR NIGAM,N/A,9670908518
78,- SUDHAKAR MAHILA I.C. KHAJURI PANDEYPUR,VARANASI,NAGAR NIGAM,N/A,9670909709
79,-PRY. SCH. THEHAPUR,HARDOI,SHAHABAD,N/A,9251108901
80,-SMT LILAWATI DEVI  PUBLIC SCHOOL POKHARBHINDA  MOTICHAK ,KUSHINAGAR,MOTICHAK,N/A,9590700808
81,..DULAREY MASEH VIDIYA MAND,BIJNOR,KOTWALI,N/A,9030812103
82,.P.S. JOGIYA KHURD,SIDDHARTHNAGAR,MITHAVAL,N/A,9540624101
83,.P.S.PASONDA -2,GHAZIABAD,GHAZIABAD (MUN.AREA),N/A,9090903513
84,.P.S.THANA,BULANDSHAHR,UCHAGAON,N/A,9110506601
85,.PS. SARAUND,UNNAO,AURAS,N/A,9260509901
86,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,BIJNOR,AFZALGRAH,N/A,9030103004
87,01 PS PURE NEWALI,PRATAPGARH,SANGIPUR,N/A,9431407208
88,1133 SHANTI NIKETAN I C VISHNU NAGAR LALABAZAR,PRATAPGARH,KALAKANKER,N/A,9430606606
89,1135 INTER COLLEGE SANSARPUR,PRATAPGARH,SADAR,N/A,9431309508
90,1304 KRIPA SHANKAR TIWARI UMV BHANGWA,PRATAPGARH,SADAR,N/A,9431311808
91,1467 S A V U M V BARVALIYA KUNDA,PRATAPGARH,KALAKANKER,N/A,9430608903
92,1480 LATE SETHANI SUSHILA GUPTA IC DHARAULI MUFRID,PRATAPGARH,MANGRAURA,N/A,9431104111
93,1484 RAMA SHANKAR TRIPATHI I C RAITH HULASGARH,PRATAPGARH,LALGANJ,N/A,9430804404
94,1486 BHAGWATI PRASAD MISHRA I C SAUMYA NAGAR JOGAPUR,PRATAPGARH,SANGIPUR,N/A,9431402503
95,1491 PT. ADITYA NARAYAN SHUKLA  SMARAK I C ACHARI KA PURWA,PRATAPGARH,BIHAR,N/A,9430311003
96,1493 SHER BAHADUR MAURYA U M V MANGRAURA,PRATAPGARH,MANGRAURA,N/A,9431104304
97,1496 RAMA I C SARAI DALAPATI,PRATAPGARH,SANGIPUR,N/A,9431407903
98,1504 KUSUM BALIKA VIDYALAY GYANPEETH BAHORIKPUR JAGAPUR,PRATAPGARH,BABAGANJ,N/A,9430202503
99,1505 RAM MURTI MISHRA UMV AGAI,PRATAPGARH,LALGANJ,N/A,9430800111
100,1506 Dr. BHEEMRAO AMBEDKAR U M V KHANKAH MANIKPUR,PRATAPGARH,KALAKANKER,N/A,9430604211
101,1518 RYS PUBLIC I C KHANDWA,PRATAPGARH,RAMPUR-SANGRAMGARH,N/A,9431611504
102,1530 Hafiz Mohd. Akhrujjama Kha Memo College Ahmad Nagar,PRATAPGARH,SHIVGARH,N/A,9431707702
103,1538 Ramphal I C Denhgari Jamalpur Kunda,PRATAPGARH,KUNDA,N/A,9430703107
104,1539 Harish Chandra Gupta I C Pure Kheechar Sariyawan,PRATAPGARH,KUNDA,N/A,9430707903
105,1540 Ruabun Nisha Alp U M V Sagra Sundarpur,PRATAPGARH,LAXMANPUR,N/A,9430906215
106,1548 K D YADAV MEMO U M V RAMAPUR,PRATAPGARH,GAURA,N/A,9431807110
107,1567 ROHINI DEVI SHKSHAN SANSTHAN AMIPUR,PRATAPGARH,BABAGANJ,N/A,9430200304
108,1569 RAM NARESH YADAV U M V BENTI KUNDA,PRATAPGARH,KUNDA,N/A,9430705312
109,1575 DEV MURAT SINGH GIRLS I C DAMDAM GAURA,PRATAPGARH,GAURA,N/A,9431803305
110,1591 PARIRAJI DEVI VANSHIDHAR YADA SMARAK I C HALAMAI CHHITPALGARH,PRATAPGARH,MANDHATA,N/A,9431011103
111,1598 UMA DEVI INTER COLLEGE HALAMAU CHITPALGARH,PRATAPGARH,MANDHATA,N/A,9431011102
112,1603 BABU AMAR PAL SINGH INTER COLLEGE MANDHATA,PRATAPGARH,MANDHATA,N/A,9431007210
113,1606 SARASWATI SHISHU MANDIR U M V GARWARA,PRATAPGARH,SADWA-CHANDRIKA,N/A,9431503210
114,17 SANSKRIT U M VIDYALAY DAKHAWA BAZAR GORAKHPUR,GORAKHPUR,BELGHAT,N/A,9581708004
115,A . P. B . BALIKA VIDYALAYA H. S. SCHOOL,KANPUR NAGAR,SHASTRI NAGAR,N/A,9341400114
116,A A M PUBLIC SCHOOL,BIJNOR,KIRATPUR,N/A,9030704518
117,A B PUBLIC INTER COLLEGE  SHUKLAGANJ,UNNAO,SIKANDERPUR SAROSI,N/A,9260905546
118,A B V M HSS DODIYA SUNOURA UTMANPUR BAGARMAU UNNAO,UNNAO,BAGARMAU,N/A,9260212701
119,A D MEMORIAL CONVENT SCHOOL VARI PRATAPPUR ALLAHABAD,PRAYAGRAJ,PRATAP PUR,N/A,9450402209
120,A D PUBLIC SCHOOL KHURJA,BULANDSHAHR,KHURJA NAGAR,N/A,9112601808
121,A JANTA U P S MOLNA RASOOLPUR,AMBEDKAR NAGAR,RAMNAGAR,N/A,9480802102
122,A K CHILDREN ACADEMY,GHAZIABAD,GHAZIABAD (MUN.AREA),N/A,9090908013
123,A K CHILDREN ACADEMY,GHAZIABAD,RAZAPUR,N/A,9090204403
124,A K G INTER COLLEGE,JYOTIBA PHULE NAGAR (AMROHA),JOYA,N/A,9062104510
125,A K SMARAK UCCHTER MADHYAMIK VIDYALAY MAJNAI MILKIPUR AYODHYA,FAIZABAD,MILKIPUR,N/A,9471200513
126,A L  NOMANI INTER COLLEGE MAU,MAU,NAGAR KSHETRA MAU,N/A,9621004202
127,A L Y M I C LAKHPEDA CHAURAHA RANI KHERA,UNNAO,HASANGANJ,N/A,9260707602
128,A P ACADEMY INTER COLLEGE MEERPUR JAKHERA,MEERUT,JANI,N/A,9070405004
129,A P J PUBLIC SCHOOL PREM GARDEN PASONDA,GHAZIABAD,GHAZIABAD (MUN.AREA),N/A,9090903527
130,A P PUBLIC SCHOOL KAIMGANJ,FARRUKHABAD,KAIM GANJ,N/A,9290109810
131,A P PUBLIC UCHCHTAR MADHYAMIC SCHOOL VAHIDPUR MARG LADIGAWAN,FATEHPUR,BAHUA,N/A,9420704604
132,A P S RAGHOPATTI,MAU,PARDAHA,N/A,9620404702
133,A P TIWARI MEMORIAL PUBLIC SCHOOL JAITAPUR,BALRAMPUR,GAINSARI,N/A,9522309209
134,A P V S L I SINGH IN TER COLLEGE VIGAHIYA,SITAPUR,KASMANDA,N/A,9240600105
135,A S M JHS JAGUA KHURD,JYOTIBA PHULE NAGAR (AMROHA),JOYA,N/A,9062103214
136,A S P M PUBLIC SCHOOL SUMERGARH,MAHARAJGANJ,PARTAWAL,N/A,9570504704
137,A SAHEED R L S S H S V MAHESHKHERA UNNAO,UNNAO,SUMERPUR,N/A,9261604604
138,A V INTER COLLEGE,BULANDSHAHR,ARNIA,N/A,9110400106
139,A V M PUBLIC SCHOOL,BULANDSHAHR,KHURJA NAGAR,N/A,9112600704
140,A V M PUBLIC SCHOOL SHIKARPUR ROAD KHURJA,BULANDSHAHR,KHURJA NAGAR,N/A,9112602113
141,"A,L,BAY. MANPURIYA HIGH SCHOOL ALAMNAGAR LKO.",LUCKNOW,"NAGAR SHAITRA, LUCKNOW",N/A,9270901849
142,A. .S. I.C.,PRATAPGARH,BABAGANJ,N/A,9430206604
143,A. S. H. S & G. R. S INTER COLLEGE BASTI,BASTI,TOWN AREA,N/A,9551404610
144,A. V. INTER C. KUNWA KHERA,KANPUR NAGAR,BHITERGAON,N/A,9340803303
145,A.A. KHAN MEMO. INTER COLLEGE,BAREILLY,MAJHGAWAN,N/A,9201006417
146,A.B. GIRLS INTER COLLEGE,KANNAUJ,TAL GRAM,N/A,9300300120
147,A.B.C.PUBLIC SCHOOL,GHAZIABAD,GHAZIABAD (MUN.AREA),N/A,9094103907
148,A.B.INTER COLLEGE PANDARWA KIL,HARDOI,PIHANI,N/A,9250209304
149,A.B.M. HIGHER SECONDARY SCHOOL,ETAH,NIDHAULI KALAN,N/A,9170905537
150,A.B.S. PUBLIC SCHOOL,GORAKHPUR,GAGAHA,N/A,9580308605
151,A.B.V. INTER COLLEGE,KANPUR NAGAR,SADAR BAZAR,N/A,9341200163
152,A.C.D PUBLIC HIGHER SECONDRY SCHOOL,LUCKNOW,MOHAN LAL GANJ,N/A,9270500205
153,A.D. GOVT. GIRLS I. C. PURDILPUR BANK ROAD,GORAKHPUR,NAGAR KSHETRA,N/A,9580203302
154,A.D. PUBLIC SCHOOL SAPAI,KANPUR NAGAR,BIDHNU,N/A,9340203013
155,A.D.R.S. PUBLIC SCHOOL GAGAHA,GORAKHPUR,GAGAHA,N/A,9580308201
156,A.G.M. INTER COLLEGE,PILIBHIT,BILSANDA,N/A,9210402504
157,A.H. INTER COLLEGE,AMETHI - CSM NAGAR,MUSAFIRKHANA,N/A,9730301002
158,A.H. INTER COLLEGE,AMETHI - CSM NAGAR,JAGDISHPUR,N/A,9730100402
159,A.H.AGRI INTER COLLEGE UJIYAR DUDHARA,SANT KABIR NAGAR,SEMARINYAVA,N/A,9562105702
160,A.H.M HUSSAINIYA JUNIOR ACADEMY SHAHPUR,SAHARANPUR,SADHOLI KADIM,N/A,9010408605
161,A.H.P INTER COLLEGE,SAHARANPUR,MUZAFFARABAD,N/A,9011202009
162,A.H.P.S. PARSARA,BALLIA,SEAR,N/A,9630102502
163,A.I.C.BARDIHA,AZAMGARH,HARRAIYA,N/A,9611407804
164,A.I.C.GODAUR,GHAZIPUR,BHAWARCOL,N/A,9651302104
165,A.I.C.JOGA MUSHAHIB,GHAZIPUR,BHAWARCOL,N/A,9651307302
166,A.I.COLLEGE UMRI,BIJNOR,AAKU(NEHTOR),N/A,9030309104
167,A.J.B.K.I.C JAMALPUR,BALLIA,BAIRIA,N/A,9631601504
168,A.J.P.V.AAJAMBANDH,AZAMGARH,JAHANAGANJ,N/A,9612011701
169,A.JANTA.I.C.AUNG,FATEHPUR,MALAWAN,N/A,9420425802
170,A.K KAMLA DEVI INTER COLLEGE MADHNAPUR,BARABANKI,SIRAULI GAUSPUR,N/A,9460200111
171,A.K. (AMAN KANYA) CHILDREN S. J.H.S,JAUNPUR,SIRKONI,N/A,9640101805
172,A.K. GIRLS INTER COLLEGE,KANPUR NAGAR,KIDWAI NAGAR,N/A,9341400150
173,A.K. HIGHER SECONDARY SCHOOL,KANPUR NAGAR,KIDWAI NAGAR,N/A,9341400159
174,A.K. INTER C.SIHATIKAR,SANT KABIR NAGAR,BAGHAULI,N/A,9561600104
175,A.K. INTER COLLEGE 1036,FIROZABAD,SHIKOHABAD,N/A,9160200103
176,A.K. PUBLIC SCHOOL,MEERUT,SARDHANA,N/A,9070600632
177,A.K.K.INTER COLLEGE AMROHA,JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,N/A,9062202556
178,A.K.PUBLIC SCHOOL,MORADABAD,MORADABAD,N/A,9040800115
179,"A.K.S. PUBLIC INTER COLLEGE, CHANDRAKHA BUJURG",SHRAWASTI,GILAULA,N/A,9510108502
180,A.K.S.H.S. SCHOOL 02-1246,FIROZABAD,ARAWN,N/A,9160700111
181,A.M.U CITY GIRLS HIGH SCHOOL ALIGARH,ALIGARH,NAGAR ALIGARH,N/A,9121306220
182,A.N.S.S.I.C. SHIVDHARIYA,DEORIA,BHLUANI,N/A,9600603606
183,A.P. GUPT INTER COLLEGE,GORAKHPUR,BAANSGAON,N/A,9580415010
184,A.P. INTER COLLEGE,GONDA,MANKAPUR,N/A,9530804709
185,A.P. INTER COLLEGE SANICHARA BAZAR,SANT KABIR NAGAR,PAULI,N/A,9561011410
186,A.P. SEN MEMO GIRLS I.C. CHARBAGH,LUCKNOW,"NAGAR SHAITRA, LUCKNOW",N/A,9270916566
187,A.P.G.R GLOBAL SR. SEC. SCHOOL INAMIPUR GHOSI,MAU,GHOSI,N/A,9620506603
188,A.P.P. BALBHADARPUR,AZAMGARH,MEHNAGER,N/A,9610508001
189,A.P.S GIRLS INTERMEDIATE COLLEGE BANVARIPUR,BHADOI,AURAI,N/A,9710408502
190,"A.P.S PUBLIC SCHOOL, BHOODBARAL",MEERUT,MEERUT,N/A,9070100606
191,A.P.S. INTER COLLEGE KHEMPUR,SAMBHAL (BHIM NAGAR),ASMOLI,N/A,9680108704
192,A.P.S. PAESHURAMPUR,AZAMGARH,MOHAMMADPUR,N/A,9611809601
193,A.P.S.ANJANSHHID,AZAMGARH,AZMATGARH,N/A,9611600302
194,A.R. SUNRISE PUBLIC INTER COLLEGE KHALIDPUR,SAHARANPUR,GANGOH,N/A,9010314602
195,A.R.M. HIGHER SECONDARY SCHOOL,BAREILLY,NAWABGANJ,N/A,9200406506
196,A.R.S.S.I.COLLEGE BHITHAI,HARDOI,MADHOGANJ,N/A,9251907404
197,A.S. ADARSH PS KISHANPUR,ALIGARH,NAGAR ALIGARH,N/A,9121307806
198,A.S. ARYA INT.COL. ETAH,ETAH,ETAH (URBAN),N/A,9171601205
199,A.S. CONVENT SCHOOL ,PRAYAGRAJ,BAHADURPUR,N/A,9454101095
200,A.S. INTER COLLEGE,MEERUT,MAWANA NAGAR,N/A,9071400102
201,A.S. JUBLEE I.C. MIRZAPUR,MIRZAPUR,NAGAR PALIKA,N/A,9691304404
202,A.S. PUBLIC SCHOOL,MEERUT,RAJPURA,N/A,9070200210
203,A.S.C.A VIDYA MANDIR,GORAKHPUR,SAHJANWA,N/A,9580507701
204,A.S.I. COLLEGE,KANNAUJ,KANNAUJ,N/A,9300105802
205,A.S.I.C.,FATEHPUR,NAGAR FATEHPUR,N/A,9421401722
206,A.S.M. MODERN ACADEMY KHATA,JYOTIBA PHULE NAGAR (AMROHA),JOYA,N/A,9062103710
207,A.S.M.P.D. INTER COLLEGE,RAE BARELI,SARENI,N/A,9282103304
208,A.S.N.MASEERPUR,AZAMGARH,LALGANJ,N/A,9610400404
209,A.S.V.V. INTER COLLEGE,HARDOI,TN.AR. HARDOI,N/A,9252500326
210,A.V. INTER COLLEGE,FARRUKHABAD,SHAMSABAD,N/A,9290200112
211,A.V.INTER COLLEGE DAHA,BAGHPAT,BINOLY,N/A,9080304606
212,A.V.M.BARDAH,AZAMGARH,THEKMA,N/A,9612100205
213,A.V.MANDIR  REC.,MATHURA,NOHJHEEL,N/A,9140907605
214,A.V.P INTER COLLEGE,KUSHINAGAR,FAZIL NAGAR,N/A,9590909003
215,A.V.SA.D.JAIN K.P.S.SHAKRAULI,ETAH,JALESAR,N/A,9170600102
216,A.V.SA.D.JAIN K.UPS.SHAKRAULI,ETAH,JALESAR,N/A,9170600103
217,A.V.V.M. NAHIL PS,SHAHJAHANPUR,PUWAYA,N/A,9221406905
218,"AADARSH  INTER COLLAGE, VISUNDARPUR",MIRZAPUR,NAGAR PALIKA,N/A,9691302905
219,AADARSH  SHIKSHKASADAN PS MUZAHIDAPUR,MUZAFFARNAGAR,KHATAULI,N/A,9021401507
220,AADARSH BHARTIYA BALIKA INTER COLLEGE,MIRZAPUR,NAGAR PALIKA,N/A,9691303104
221,AADARSH DYANAND SS N.RAUTARA,KANPUR NAGAR,BIDHNU,N/A,9340200904
222,AADARSH GRAMO PUB SCHOOL,JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,N/A,9061608702
223,AADARSH HIGH S. DOLATA BAD,BIJNOR,BURHANPUR(SEOHARA),N/A,9030400503
224,AADARSH INTER COLLEGE,MEERUT,DAURALA,N/A,9070803305
225,AADARSH INTER COLLEGE TATIYAGANJ,KANPUR NAGAR,CHAUBEPUR,N/A,9340406401
226,AADARSH INTERMEDIATE COLLEGE,GORAKHPUR,PIPRAICH,N/A,9581903107
227,AADARSH INTERMEDIATE COLLEGE A,MIRZAPUR,NARAYANPUR,N/A,9690913007
228,AADARSH JANTA UPS MOLANA RASOOLPUR,AMBEDKAR NAGAR,RAMNAGAR,N/A,9480814001
229,AADARSH JUNIUR HIGH SCHOOL TATIYAGANJ,KANPUR NAGAR,CHAUBEPUR,N/A,9340406403
230,AADARSH P.P. REKAWARDIH,MAU,PARDAHA,N/A,9624103445
231,AADARSH PUBLIC VIDHYALAYA SABDALPUR,BIJNOR,BURHANPUR(SEOHARA),N/A,9030402102
232,AADARSH SHIKSHA BAL BIHAR LMV BAKHIRA,SANT KABIR NAGAR,BAGHAULI,N/A,9561603708
233,AADARSH SHIKSHA NIKETAN SAMAJ KALYAN,MAU,RANIPUR,N/A,9624106695
234,AADARSH SHRI GOSVAMI BABA I.C.,SULTANPUR,BALDIRAI,N/A,9492605304
235,AADARSHA  VIDHYAPEETH INTER COLLEGE GULAOTHI,BULANDSHAHR,GULAOTI,N/A,9111000115
236,AADHAR INTERNATIONAL SCHOOL,HAPUR (PANCHSHEEL NAGAR),HAPUR,N/A,9750502106
237,AADHAR PUBLIC SCHOOL,ALIGARH,NAGAR ALIGARH,N/A,9121305305
238,AADHAR SHILA INTER COLLEGE BARNAIYA,KHERI,PASGAWAN,N/A,9231414902
239,AADI SHAKTI MODERN PUBLIC HIGHER SECONDARY SCHOOL,GONDA,TARABGANJ,N/A,9530406706
240,AADI SHAKTI SRI DURGA VIDYA MANDIR HIGHER SECONDARY SCHOOL,FAIZABAD,SOHAWAL,N/A,9471004107
241,AADITYA NARAYAN JAYSWAL BALIKA INTER COLLAGE MADHUPUR,SONBHADRA,KARMA,N/A,9700319523
242,AADRASH BAL VIDH.,ALIGARH,JAWAN,N/A,9120603003
243,AADRASH JANTA HIGH SCHOOL HASANPUR LU,SHAMLI (PRABUDH NAGAR),THANABHAWAN,N/A,9741002105
244,AAJAD H.S. SCHOOL,SULTANPUR,AKHANDNAGAR,N/A,9492402903
245,AAKANSHA PUBLIC INTER COLLEGE,AMETHI - CSM NAGAR,JAGDISHPUR,N/A,9730101709
246,AAKASH EDUCATION CNETRE H.S. SCHOOL,KANNAUJ,TAL GRAM,N/A,9300300124
247,AALDI-2,SHAMLI (PRABUDH NAGAR),KANDHLA,N/A,9740704102
248,AAMAR.SAHID.C.A.U.M.V,GORAKHPUR,SAHJANWA,N/A,9580507707
249,AARYA BANDHU PUBLIC SCHOOL,GHAZIABAD,RAZAPUR,N/A,9090201549
250,AARYA KANYA INTER COLLEGE,BAHRAICH,NAGAR AREA,N/A,9501302002
251,AARYA KANYA INTER COLLEGE,PILIBHIT,N. P. PILIBHIT,N/A,9210904257
252,AASARFILAL LAXMI NARAYAN I.COLL.,BUDAUN,DEHGANWAN,N/A,9191804211
253,AASTHA CHILD CARE EDUCATION CENTRE,KANPUR NAGAR,KIDWAI NAGAR,N/A,9342103107
254,AASTHA PUBLIC SCHOOL,ALIGARH,NAGAR ALIGARH,N/A,9121305812
255,AASTHA PUBLIC SCHOOL,SHAMLI (PRABUDH NAGAR),KAIRANA,N/A,9740800714
256,AAWISHKAR THE SCHOOL,GHAZIABAD,GHAZIABAD (MUN.AREA),N/A,9090905212
257,AAZAD HIND I COLL KARHAL,MAINPURI,KARHAL,N/A,9180811516
258,ABALONE PUBLIC SCHOOL NIGHASAN,KHERI,NIGHASAN,N/A,9230906802
259,"ABBAS INTER COLLEGE, CHOWKI HASAN KHAN",MORADABAD,MORADABAD CITY GIRLS,N/A,9041402801
260,ABBIE RICH INTER COLLEGE SPN,SHAHJAHANPUR,T.A.SHAHJAHANPUR,N/A,9221502005
261,ABC INTER COLLEGE UNNAO,UNNAO,NAVABGANJ,N/A,9260806503
