#,School Name,District,Block Name,School Type,UDISE ID
41828,P.P. JAHIDPUR,MEERUT,MEERUT NAGAR,N/A,9071300117
41829,P.P. JAMASARA,KUSHINAGAR,SEORAHI,N/A,9591109201
41830,P.P. JAMUNI BARAWA 2,KUSHINAGAR,KAPTANGANJ,N/A,9590400603
41831,P.P. JANGI TOLA,KUSHINAGAR,KHADDA,N/A,9590306502
41832,P.P. JANVED KA PURA,AGRA,PINAHAT,N/A,9151308301
41833,P.P. JARLHIYA TOLA,KUSHINAGAR,KHADDA,N/A,9590305109
41834,P.P. JHAMAI TOLA 1,KUSHINAGAR,MOTICHAK,N/A,9590702903
41835,P.P. JHAR PURA,AGRA,FATEHABAD,N/A,9151115101
41836,P.P. JHARPURA,AGRA,SAIYAN,N/A,9151408301
41837,P.P. JULAHA TOLA,KUSHINAGAR,SEORAHI,N/A,9591106602
41838,P.P. JUN.GAYGHAT CHAUHAN TOLA,KUSHINAGAR,PADARAUNA,N/A,9590101907
41839,P.P. JUNGAL LALA CHHAPARA DUBAULI,KUSHINAGAR,DUDAHI,N/A,9591203203
41840,P.P. JUNGLE KURMAUL,KUSHINAGAR,PADARAUNA,N/A,9590111903
41841,P.P. KACHIYARA,AGRA,PINAHAT,N/A,9151306706
41842,P.P. KAI TOLA,KUSHINAGAR,RAMKOLA,N/A,9590507903
41843,P.P. KAMKAR TOLI GURWALIYA,KUSHINAGAR,DUDAHI,N/A,9591207214
41844,P.P. KAMKARI CHHABAILA,KUSHINAGAR,KAPTANGANJ,N/A,9590401805
41845,P.P. KANAURA BADHA TOLA,KUSHINAGAR,FAZIL NAGAR,N/A,9590902503
41846,P.P. KANHAULI MANGALPUR,KUSHINAGAR,MOTICHAK,N/A,9590701505
41847,P.P. KANYA BHAAT WADA,MEERUT,MEERUT NAGAR,N/A,9071306006
41848,P.P. KANYA SARASWATI MANDIR,MEERUT,MEERUT NAGAR,N/A,9071305305
41849,P.P. KARKHANA TOLA,KUSHINAGAR,KAPTANGANJ,N/A,9590407004
41850,P.P. KARMA TOLA,KUSHINAGAR,DUDAHI,N/A,9591208004
41851,P.P. KARMAHWA D. TOLA,KUSHINAGAR,VISHUNPURA,N/A,9591302509
41852,P.P. KASAIE TOLA BANVERPUR,KUSHINAGAR,PADARAUNA,N/A,9590106405
41853,P.P. KASTURAWA PAKADI TOLA,KUSHINAGAR,FAZIL NAGAR,N/A,9590904703
41854,P.P. KATANWAR JAMIN TOLA,KUSHINAGAR,VISHUNPURA,N/A,9591301607
41855,P.P. KATHAKUIYAN,KUSHINAGAR,PADARAUNA,N/A,9590104801
41856,P.P. KATHKUIEYA,KUSHINAGAR,RAMKOLA,N/A,9590507503
41857,P.P. KATRAUN,KUSHINAGAR,RAMKOLA,N/A,9590500817
41858,P.P. KAUASAR,KUSHINAGAR,NAURANGIYA,N/A,9591402101
41859,P.P. KAUASAR SURBHAN TOLA,KUSHINAGAR,NAURANGIYA,N/A,9591402102
41860,P.P. KEWAT TOLI JUNGAL CHAURIYA,KUSHINAGAR,PADARAUNA,N/A,9590102403
41861,P.P. KEWTAN TOLA (MATHAULI),KUSHINAGAR,MOTICHAK,N/A,9590702107
41862,P.P. KHABHARA BHAR,KUSHINAGAR,KAPTANGANJ,N/A,9590402301
41863,P.P. KHADAHI TOLA NATHA PATTI,KUSHINAGAR,FAZIL NAGAR,N/A,9590905903
41864,P.P. KHAIRATIYA NAUTAN HARDO,KUSHINAGAR,PADARAUNA,N/A,9590106805
41865,P.P. KHAKHAAD TOLA,KUSHINAGAR,VISHUNPURA,N/A,9591300510
41866,P.P. KHALVA TOLA,KUSHINAGAR,SEORAHI,N/A,9591109104
41867,P.P. KHALWA TOLA,KUSHINAGAR,DUDAHI,N/A,9591208303
41868,P.P. KHARIKANA,AGRA,ETMADPUR,N/A,9150606201
41869,P.P. KHARKHALI,MEERUT,PARIKSHIT GARH,N/A,9071107701
41870,P.P. KHATIK TOLA,KUSHINAGAR,RAMKOLA,N/A,9590507704
41871,P.P. KHUDARA AHIRAULI (CSTOLA),KUSHINAGAR,TAMKUHI,N/A,9591010701
41872,P.P. KISHAN PURA,MEERUT,MEERUT NAGAR,N/A,9071303217
41873,P.P. KISHUNPUR VIJAYPUR,KUSHINAGAR,NAURANGIYA,N/A,9591400703
41874,P.P. KOIRI TAOLA CHAF,KUSHINAGAR,DUDAHI,N/A,9591203304
41875,P.P. KOIRI TOLA,KUSHINAGAR,PADARAUNA,N/A,9590117001
41876,P.P. KOIRI TOLA J. LUATHAHA,KUSHINAGAR,DUDAHI,N/A,9591205105
41877,P.P. KOIRI TOLA PACHAR,KUSHINAGAR,KAPTANGANJ,N/A,9590405504
41878,P.P. KOIRI TOLA RAMPUR BAGHA,KUSHINAGAR,RAMKOLA,N/A,9590506007
41879,P.P. KORAYA,KUSHINAGAR,DUDAHI,N/A,9591207001
41880,P.P. KOTIYA,KUSHINAGAR,RAMKOLA,N/A,9590505804
41881,P.P. KOTRE KA PURA,AGRA,FATEHABAD,N/A,9151115401
41882,P.P. KOTWA,KUSHINAGAR,FAZIL NAGAR,N/A,9590911302
41883,P.P. KOTWA KHURD SARNG CHHAPARA,KUSHINAGAR,KHADDA,N/A,9590306303
41884,P.P. KUBERA PATTI,KUSHINAGAR,DUDAHI,N/A,9591208602
41885,P.P. KUCHIYA MATH TOLA,KUSHINAGAR,FAZIL NAGAR,N/A,9590907602
41886,P.P. KUCHIYA MATHIYA,KUSHINAGAR,FAZIL NAGAR,N/A,9590907601
41887,P.P. KUDIYA TOLA,KUSHINAGAR,VISHUNPURA,N/A,9591301102
41888,P.P. KUDUWA DILIP NAGAR M.TOLA,KUSHINAGAR,KASIA,N/A,9590803307
41889,P.P. KUNDHA,MEERUT,MEERUT NAGAR,N/A,9071301114
41890,P.P. KUSHMAHA BERHAN TOLA,KUSHINAGAR,RAMKOLA,N/A,9590500812
41891,P.P. KUTTI TOLA NAUGNAWAN,KUSHINAGAR,KHADDA,N/A,9590303603
41892,P.P. KYORI UPARI PURA,AGRA,PINAHAT,N/A,9151308601
41893,P.P. LAGADI,KUSHINAGAR,SUKRAULI,N/A,9590209001
41894,P.P. LAKSHMIPUR-2,KUSHINAGAR,MOTICHAK,N/A,9590700407
41895,P.P. LAL BABU KA TOLA,KUSHINAGAR,NAURANGIYA,N/A,9591402702
41896,P.P. LALA TOLA,KUSHINAGAR,MOTICHAK,N/A,9590700506
41897,P.P. LALIPAR KHAS,KUSHINAGAR,HATA,N/A,9590601404
41898,P.P. LAMUHA TOLA GAUNARIA,KUSHINAGAR,MOTICHAK,N/A,9590703805
41899,P.P. LANGADI   PASHCHIM  TOLA,KUSHINAGAR,MOTICHAK,N/A,9590706603
41900,P.P. LATIPURA,AGRA,SAIYAN,N/A,9151409401
41901,P.P. LAXMIPUR 3,KUSHINAGAR,MOTICHAK,N/A,9590700401
41902,P.P. LAXMIPUR SINDHUA BHAT,KUSHINAGAR,PADARAUNA,N/A,9590107306
41903,P.P. LOHRAHIYA,KUSHINAGAR,SUKRAULI,N/A,9590206701
41904,P.P. LUKPUR,KUSHINAGAR,RAMKOLA,N/A,9590501803
41905,P.P. LUMHA TOLA BAULIYA,KUSHINAGAR,KAPTANGANJ,N/A,9590405302
41906,P.P. MADHAIYA ROOP SINGH,AGRA,SHAMSHABAD,N/A,9151513501
41907,P.P. MADHOPUR,KUSHINAGAR,DUDAHI,N/A,9591201005
41908,P.P. MAGHI,KUSHINAGAR,DUDAHI,N/A,9591207003
41909,P.P. MAGHI VISHUNPURA,KUSHINAGAR,PADARAUNA,N/A,9590105901
41910,P.P. MAGURAHI PAIKAULI,KUSHINAGAR,MOTICHAK,N/A,9590705802
41911,P.P. MAHADEO CHHAPARA MANDIR TOLA,KUSHINAGAR,HATA,N/A,9590605403
41912,P.P. MAHADEWA,KUSHINAGAR,RAMKOLA,N/A,9590503506
41913,P.P. MAHESHPUR,KUSHINAGAR,SUKRAULI,N/A,9590204102
41914,P.P. MAHUA TOLA  KOILASAWA,KUSHINAGAR,FAZIL NAGAR,N/A,9590908610
41915,P.P. MAHUABA KHASH,KUSHINAGAR,NAURANGIYA,N/A,9591405503
41916,P.P. MAHUAWA TOLA,KUSHINAGAR,PADARAUNA,N/A,9590106302
41917,P.P. MAHUI,KUSHINAGAR,MOTICHAK,N/A,9590701001
41918,P.P. MAHUI BUJURG KACHHUIYA,KUSHINAGAR,HATA,N/A,9590603902
41919,P.P. MAINPUR BHIKHARI CHAUR,KUSHINAGAR,KASIA,N/A,9590808704
41920,P.P. MAINPUR BHUDEVPUR,KUSHINAGAR,KASIA,N/A,9590808702
41921,P.P. MAINPUR DELIYAHWA,KUSHINAGAR,KASIA,N/A,9590806802
41922,P.P. MALIYANA-1,MEERUT,MEERUT NAGAR,N/A,9071300313
41923,P.P. MALL PURA,AGRA,PINAHAT,N/A,9151307701
41924,P.P. MANGAL TOLA,KUSHINAGAR,SEORAHI,N/A,9591104203
41925,P.P. MANIKAURA KHATIK TOLA,KUSHINAGAR,VISHUNPURA,N/A,9591307303
41926,P.P. MANNIPAR,KUSHINAGAR,TAMKUHI,N/A,9591001405
41927,P.P. MAQBARA - 3,MEERUT,MEERUT NAGAR,N/A,9071304604
41928,P.P. MASURI,MEERUT,RAJPURA,N/A,9070205201
41929,P.P. MATHIYA BUJURG,KUSHINAGAR,SEORAHI,N/A,9591100603
41930,P.P. MATHIYA KHURD YADAV TOLA,KUSHINAGAR,PADARAUNA,N/A,9590104303
41931,P.P. MATHIYA NARAI PUR,KUSHINAGAR,PADARAUNA,N/A,9590101201
41932,P.P. MATHIYA TOLA PAKADI GOSAI,KUSHINAGAR,TAMKUHI,N/A,9591000603
41933,P.P. MATHIYA TOLA PIPRA KANAK,KUSHINAGAR,TAMKUHI,N/A,9591003006
41934,P.P. MATHUALI DHUS TOLA,KUSHINAGAR,MOTICHAK,N/A,9590702106
41935,P.P. MATIYARWA HARIJAN TOLI,KUSHINAGAR,PADARAUNA,N/A,9590116701
41936,P.P. MAUKHAS 1,MEERUT,RAJPURA,N/A,9070203102
41937,P.P. MEHADIYA,KUSHINAGAR,TAMKUHI,N/A,9591004804
41938,P.P. MILAK MADHIYA,MEERUT,KHARKHODA,N/A,9070305601
41939,P.P. MISHRAULI,KUSHINAGAR,NAURANGIYA,N/A,9591403805
41940,P.P. MIYA TOLA JAMSADIYA,KUSHINAGAR,SEORAHI,N/A,9591109204
41941,P.P. MODIPURA,AGRA,PINAHAT,N/A,9151302003
41942,P.P. MOHAMMADA GHOSIPUR (Mo Jami Sikatiya),KUSHINAGAR,MOTICHAK,N/A,9590703206
41943,P.P. MOHAMMADA KHAS(Mo Jami Sikatiya),KUSHINAGAR,MOTICHAK,N/A,9590703205
41944,P.P. MOHAN CHHAPARA,KUSHINAGAR,RAMKOLA,N/A,9590505109
41945,P.P. MOHAN CHHAPARA RAMPUR,KUSHINAGAR,RAMKOLA,N/A,9590506005
41946,P.P. MOTI PAKAD,KUSHINAGAR,SUKRAULI,N/A,9590203102
41947,P.P. MOTI PAKAD SREEKANT,KUSHINAGAR,SUKRAULI,N/A,9590208802
41948,P.P. MOTIJHIL,KUSHINAGAR,KHADDA,N/A,9590306702
41949,P.P. MUJAHIDA KHAS,KUSHINAGAR,VISHUNPURA,N/A,9591301101
41950,P.P. MUJAKKIPUR,MEERUT,JANI,N/A,9070402901
41951,P.P. MURLI PATTI,KUSHINAGAR,KASIA,N/A,9590803004
41952,P.P. MUSAHAR TOLI BELAWA JUNGLE,KUSHINAGAR,PADARAUNA,N/A,9590101407
41953,P.P. MUSHAR BASTI DOGHARA,KUSHINAGAR,DUDAHI,N/A,9591207703
41954,P.P. MUSHAR TOLA NAHAR CHAPRA,KUSHINAGAR,PADARAUNA,N/A,9590115004
41955,P.P. MUSHAR TOLI J. SHAHPUR,KUSHINAGAR,VISHUNPURA,N/A,9591301603
41956,P.P. MUSHHAR BASTI,KUSHINAGAR,DUDAHI,N/A,9591203308
41957,P.P. NAGAR -2,AGRA,FATEHPUR  SIKRI,N/A,9150700301
41958,P.P. NAGLA  HARIKESHI,AGRA,KHANDOLI,N/A,9151012501
41959,P.P. NAGLA BADA SAUN,AGRA,KHERAGARH,N/A,9151209101
41960,P.P. NAGLA BANJARA ( BHADKAUL),AGRA,FATEHPUR  SIKRI,N/A,9150709701
41961,P.P. NAGLA BIRJI,AGRA,ETMADPUR,N/A,9150613301
41962,P.P. NAGLA DHOBI,AGRA,SAIYAN,N/A,9151408601
41963,P.P. NAGLA GADHALIYA,AGRA,SAIYAN,N/A,9151408201
41964,P.P. NAGLA SAWLA,AGRA,AKOLA,N/A,9150107101
41965,P.P. NAI BASTI,AGRA,PINAHAT,N/A,9151304505
41966,P.P. NAINAHA,KUSHINAGAR,DUDAHI,N/A,9591203503
41967,P.P. NANDPUR DASAHAWA,KUSHINAGAR,DUDAHI,N/A,9591206205
41968,P.P. NANGLA AEZDI,MEERUT,MAWANA,N/A,9070902001
41969,P.P. NARAHWA KIRAT PATTI,KUSHINAGAR,DUDAHI,N/A,9591205402
41970,P.P. NARAYANPUR,KUSHINAGAR,DUDAHI,N/A,9591206908
41971,P.P. NARAYANPUR 2,KUSHINAGAR,MOTICHAK,N/A,9590702803
41972,P.P. NARKATIYA,KUSHINAGAR,HATA,N/A,9590608702
41973,P.P. NARKATIYA 2,KUSHINAGAR,HATA,N/A,9590603903
41974,P.P. NARKATIYA ROARI,KUSHINAGAR,VISHUNPURA,N/A,9591306504
41975,P.P. NATAWA DUMARBHAR,KUSHINAGAR,PADARAUNA,N/A,9590110002
41976,P.P. NATOKI MADHIYA,MEERUT,KHARKHODA,N/A,9070303605
41977,P.P. NAUKA TOLA  (MUDILA HARPUR),KUSHINAGAR,MOTICHAK,N/A,9590701604
41978,P.P. NAUKA TOLA BADHARA BABU,KUSHINAGAR,RAMKOLA,N/A,9590501403
41979,P.P. NAUKA TOLA BAHORAPUR,KUSHINAGAR,PADARAUNA,N/A,9590101003
41980,P.P. NAUKA TOLA BASADILA MAHANTH,KUSHINAGAR,TAMKUHI,N/A,9591002504
41981,P.P. NAUKA TOLA BHAGARA PIPARASI,KUSHINAGAR,PADARAUNA,N/A,9590106102
41982,P.P. NAUKA TOLA DUMMARBHAR,KUSHINAGAR,PADARAUNA,N/A,9590110005
41983,P.P. NAUKA TOLA KURMIPATTI),KUSHINAGAR,NAURANGIYA,N/A,9591403804
41984,P.P. NAUKA TOLA PIPIRAJATAMPUR,KUSHINAGAR,PADARAUNA,N/A,9590113303
41985,P.P. NAUKA TOLA SISAWA MATHIYA,KUSHINAGAR,PADARAUNA,N/A,9590111304
41986,P.P. NAUKA TOLA(VISHUNPURA KHURD),KUSHINAGAR,NAURANGIYA,N/A,9591407905
41987,P.P. NAUKATOLA PIPRA AGRAVA,KUSHINAGAR,SEORAHI,N/A,9591108504
41988,P.P. NAUKATOLA URDAHA,KUSHINAGAR,RAMKOLA,N/A,9590501605
41989,P.P. NAVIN SHYAM MANDIR,AGRA,M.C.AGRA CITY,N/A,9151713601
41990,P.P. NAWAL CHHAPARA,KUSHINAGAR,KHADDA,N/A,9590301301
41991,P.P. NAYA PURA,AGRA,PINAHAT,N/A,9151304504
41992,P.P. NET PURA,AGRA,FATEHABAD,N/A,9151115301
41993,P.P. NICHLAPUR NAUKATOLA,KUSHINAGAR,SEORAHI,N/A,9591109103
41994,P.P. NIGAPATTI,KUSHINAGAR,KASIA,N/A,9590809101
41995,P.P. NIRBHAYA,KUSHINAGAR,RAMKOLA,N/A,9590503811
41996,P.P. NONIA TOLI SAKHOPAR,KUSHINAGAR,PADARAUNA,N/A,9590100204
41997,P.P. NONIYA PATTI,KUSHINAGAR,SEORAHI,N/A,9591100108
41998,P.P. NONIYA TOLA,KUSHINAGAR,DUDAHI,N/A,9591205404
41999,P.P. OJHHWALIA,KUSHINAGAR,DUDAHI,N/A,9591202503
42000,P.P. PACHARUKHIYA (BARI TOLA),KUSHINAGAR,FAZIL NAGAR,N/A,9590903903
42001,P.P. PACHFEDA SHUKL PATTI,KUSHINAGAR,PADARAUNA,N/A,9590103101
42002,P.P. PAKDIYAR PASCHIMPATTI,KUSHINAGAR,SEORAHI,N/A,9591105603
42003,P.P. PALTUPURI,MEERUT,HASTINAPUR,N/A,9071203503
42004,P.P. PANOTA,AGRA,SAIYAN,N/A,9151403701
42005,P.P. PARJA PURA,AGRA,PINAHAT,N/A,9151306705
42006,P.P. PARSAUN,KUSHINAGAR,SEORAHI,N/A,9591105401
42007,P.P. PARSAUNI,KUSHINAGAR,FAZIL NAGAR,N/A,9590902101
42008,P.P. PARVERPAR,KUSHINAGAR,RAMKOLA,N/A,9590507701
42009,P.P. PASCHIM TOLA,KUSHINAGAR,NAURANGIYA,N/A,9591407303
42010,P.P. PATEL NAGAR PIPRA,KUSHINAGAR,KASIA,N/A,9590802502
42011,P.P. PEEPLI KHERA,MEERUT,KHARKHODA,N/A,9070303901
42012,P.P. PIDARI KHAS,KUSHINAGAR,RAMKOLA,N/A,9590502103
42013,P.P. PIPARA BAGHEL,KUSHINAGAR,TAMKUHI,N/A,9591002802
42014,P.P. PIPRA BASHIYA,KUSHINAGAR,PADARAUNA,N/A,9590112704
42015,P.P. PIPRA MOJRA DHARMPUR,KUSHINAGAR,PADARAUNA,N/A,9590106901
42016,P.P. PIPRAHIYA LAKSHMIPUR,KUSHINAGAR,MOTICHAK,N/A,9590700408
42017,P.P. POHALLI,MEERUT,DAURALA,N/A,9070802901
42018,P.P. POKHAR GAGAN KI,AGRA,PINAHAT,N/A,9151304804
42019,P.P. POKHARA  TOLA (PIPRAICHA),KUSHINAGAR,MOTICHAK,N/A,9590707104
42020,P.P. POKHARBHINDA KHAS,KUSHINAGAR,MOTICHAK,N/A,9590700806
42021,P.P. PRAN CHHAPRA,KUSHINAGAR,PADARAUNA,N/A,9590103805
42022,P.P. PREM NAGAR PIPRA,KUSHINAGAR,KASIA,N/A,9590802503
42023,P.P. PURA JAICHAND,AGRA,PINAHAT,N/A,9151307901
42024,P.P. PURA JATAV ,AGRA,FATEHABAD,N/A,9151116301
42025,P.P. PURA PARWAT,AGRA,BAH,N/A,9150309901
42026,P.P. PURA RAMNEEK,AGRA,PINAHAT,N/A,9151304204
42027,P.P. PURA SUBEDAR,AGRA,PINAHAT,N/A,9151307601
42028,P.P. PURA SUKHLAL,AGRA,PINAHAT,N/A,9151300105
42029,P.P. PURAB TOLA MUKUNDPUR,KUSHINAGAR,SEORAHI,N/A,9591100502
42030,P.P. PURAINA GHAT,KUSHINAGAR,KASIA,N/A,9590804713
42031,P.P. PURANI TAMKUHI,KUSHINAGAR,TAMKUHI,N/A,9591000312
42032,P.P. PUTHA JHIL,AGRA,SHAMSHABAD,N/A,9151512501
42033,P.P. RADHNA INAYATPUR,MEERUT,MACHRA,N/A,9071001601
42034,P.P. RAGHUCHHAPRA,KUSHINAGAR,RAMKOLA,N/A,9590504502
42035,P.P. RAGHUNATHPUR S. KHOHIYA,KUSHINAGAR,KASIA,N/A,9590807602
42036,P.P. RAHSU DUBE PATTI,KUSHINAGAR,FAZIL NAGAR,N/A,9590903805
42037,P.P. RAIPUR BANJARIYA,KUSHINAGAR,NAURANGIYA,N/A,9591403305
42038,P.P. RAIPUR KHAS,KUSHINAGAR,NAURANGIYA,N/A,9591408501
42039,P.P. RAIYAPAR SIDHAWE,KUSHINAGAR,RAMKOLA,N/A,9590507506
42040,P.P. RAJAWAVER,KUSHINAGAR,KASIA,N/A,9590802801
42041,P.P. RAJAWAVER BHARTOLI,KUSHINAGAR,KASIA,N/A,9590802802
42042,P.P. RAJAWAVER KALWARI PATTI,KUSHINAGAR,KASIA,N/A,9590802803
42043,P.P. RAJENDRA SINGH KA TOLA,KUSHINAGAR,DUDAHI,N/A,9591201104
42044,P.P. RAJPUR GOBARHA,KUSHINAGAR,MOTICHAK,N/A,9590705902
42045,P.P. RAJPURA,MEERUT,RAJPURA,N/A,9070200801
42046,P.P. RAKBA DULMAPATTI NAUKA TOLA,KUSHINAGAR,DUDAHI,N/A,9591202103
42047,P.P. RAKMA DULMA PATTI ETWA,KUSHINAGAR,DUDAHI,N/A,9591201508
42048,P.P. RAM BABA KA TOLA,KUSHINAGAR,DUDAHI,N/A,9591206105
42049,P.P. RAM NARI ( BALAI ),AGRA,PINAHAT,N/A,9151308401
42050,P.P. RAMBAG,KUSHINAGAR,RAMKOLA,N/A,9590503813
42051,P.P. RAMJEET  TOLA (LAXMIPUR DHUS),KUSHINAGAR,MOTICHAK,N/A,9590707305
42052,P.P. RAMNAGAR MANGALPUR,KUSHINAGAR,MOTICHAK,N/A,9590701504
42053,P.P. RAMPUR,KUSHINAGAR,DUDAHI,N/A,9591203103
42054,P.P. RAMPUR BANGER 2,KUSHINAGAR,SEORAHI,N/A,9591105302
42055,P.P. RANU KA PURA,AGRA,PINAHAT,N/A,9151306303
42056,P.P. RASID TOLA,KUSHINAGAR,DUDAHI,N/A,9591203504
42057,P.P. RASOOLPUR ZAHID-1,MEERUT,ROHTA,N/A,9070502101
42058,P.P. RAVIDASH NAGAR,KUSHINAGAR,SEORAHI,N/A,9591104906
42059,P.P. RETHANI-1,MEERUT,MEERUT NAGAR,N/A,9071301115
42060,P.P. RISAL PATTI,KUSHINAGAR,DUDAHI,N/A,9591200704
42061,P.P. ROHUA SATBHARIA,KUSHINAGAR,MOTICHAK,N/A,9590703403
42062,P.P. SAHABAJWA,KUSHINAGAR,NAURANGIYA,N/A,9591402803
42063,P.P. SAHABGANJ RAMPUR BAGHA,KUSHINAGAR,RAMKOLA,N/A,9590506006
42064,P.P. SAHAJAULI,KUSHINAGAR,RAMKOLA,N/A,9590505802
42065,P.P. SALEMPUR,MEERUT,MEERUT,N/A,9070101002
42066,P.P. SAMAEAINA BARSAINA,KUSHINAGAR,SUKRAULI,N/A,9590200903
42067,P.P. SAMUR BANGLA TOLA,KUSHINAGAR,TAMKUHI,N/A,9591007804
42068,P.P. SAPAHA,KUSHINAGAR,KASIA,N/A,9590803001
42069,P.P. SAPAHI KHAS (RAJAPAKAR),KUSHINAGAR,TAMKUHI,N/A,9591001408
42070,P.P. SAPAHI KHAS (SAPAHI BUJURG),KUSHINAGAR,TAMKUHI,N/A,9591002406
42071,P.P. SARASWATI BAL MANDIR,MEERUT,MEERUT NAGAR,N/A,9071305304
42072,P.P. SARYA KHURD NAINU PAHRU,KUSHINAGAR,SEORAHI,N/A,9591103303
42073,P.P. SATYADEV TOLA  (PIPRA),KUSHINAGAR,MOTICHAK,N/A,9590701806
42074,P.P. SAURAHA BUJURG,KUSHINAGAR,NAURANGIYA,N/A,9591406601
42075,P.P. SAURAHA BUJURG 2,KUSHINAGAR,NAURANGIYA,N/A,9591411203
42076,P.P. SAURAHA BUJURG DUBARAHA,KUSHINAGAR,NAURANGIYA,N/A,9591411201
42077,P.P. SAURAHA KHURD (DUBARHA),KUSHINAGAR,NAURANGIYA,N/A,9591408202
42078,P.P. SAWAIN -2,AGRA,ETMADPUR,N/A,9150600202
42079,P.P. SEETA PATTI,KUSHINAGAR,RAMKOLA,N/A,9590503812
42080,P.P. SEKHUI KAF,KUSHINAGAR,NAURANGIYA,N/A,9591400901
42081,P.P. SEMARA BHEDIYAHWA TOLA,KUSHINAGAR,KAPTANGANJ,N/A,9590406403
42082,P.P. SEMARA DHUSI-1,KUSHINAGAR,KASIA,N/A,9590801401
42083,P.P. SEMARIA LEKHPAL TOLA,KUSHINAGAR,PADARAUNA,N/A,9590106402
42084,P.P. SEMARVARI,KUSHINAGAR,DUDAHI,N/A,9591200703
42085,P.P. SHIVPATTI,KUSHINAGAR,KASIA,N/A,9590808709
42086,P.P. SHIVPUR BUJURG OJHA TOLA,KUSHINAGAR,PADARAUNA,N/A,9590115501
42087,P.P. SHIVRAJ PATTI,KUSHINAGAR,FAZIL NAGAR,N/A,9590903806
42088,P.P. SHIVRAJPATTI,KUSHINAGAR,KASIA,N/A,9590804904
42089,P.P. SHRIRAM PATTI,KUSHINAGAR,SEORAHI,N/A,9591102104
42090,P.P. SHUKL TOLA,KUSHINAGAR,SEORAHI,N/A,9591104603
42091,P.P. SHYAMDEO TOLA,KUSHINAGAR,RAMKOLA,N/A,9590502603
42092,P.P. SIHULI BARVA KALA,KUSHINAGAR,PADARAUNA,N/A,9590108607
42093,P.P. SINGHA MATHIYA,KUSHINAGAR,NAURANGIYA,N/A,9591406006
42094,P.P. SINGHA PURAB PATTI,KUSHINAGAR,NAURANGIYA,N/A,9591406005
42095,P.P. SIRAJ NAGAR,KUSHINAGAR,SEORAHI,N/A,9591105605
42096,P.P. SISWA BUJURG,KUSHINAGAR,SEORAHI,N/A,9591107603
42097,P.P. SISWA MATHIYA PAGAR,KUSHINAGAR,RAMKOLA,N/A,9590504604
42098,P.P. SISWA PURVI,KUSHINAGAR,RAMKOLA,N/A,9590503604
42099,P.P. SITUHIYA,KUSHINAGAR,MOTICHAK,N/A,9590700701
42100,P.P. SONAPAKAR,KUSHINAGAR,KAPTANGANJ,N/A,9590404603
42101,P.P. SONBARSA,KUSHINAGAR,HATA,N/A,9590601903
42102,P.P. SUARHA,KUSHINAGAR,KAPTANGANJ,N/A,9590405404
42103,P.P. SUBUDHIYA BUJURG,KUSHINAGAR,SUKRAULI,N/A,9590209601
42104,P.P. SUDAMA CHAK,KUSHINAGAR,MOTICHAK,N/A,9590702008
42105,P.P. SUFFAL TOLA,KUSHINAGAR,NAURANGIYA,N/A,9591405903
42106,P.P. SUGAHI TIWARI TOLA,KUSHINAGAR,PADARAUNA,N/A,9590105103
42107,P.P. SUGAN MIYA KA TOLA,KUSHINAGAR,PADARAUNA,N/A,9590110004
42108,P.P. SUKHARI CHHAPARA,KUSHINAGAR,KASIA,N/A,9590802105
42109,P.P. SUMAHI BUJURG  TOLA RAMPUR,KUSHINAGAR,FAZIL NAGAR,N/A,9590908905
42110,P.P. SUMAHI PAKADIYAR,KUSHINAGAR,FAZIL NAGAR,N/A,9590908906
42111,P.P. SWAMIPURA,MEERUT,MACHRA,N/A,9071003003
42112,P.P. TADVA RAMVER,KUSHINAGAR,RAMKOLA,N/A,9590506709
42113,P.P. TARRAKPUR,AGRA,KHANDOLI,N/A,9151002601
42114,P.P. TARYA PASCHIM,KUSHINAGAR,SEORAHI,N/A,9591101908
42115,P.P. TAWAKKALPUR,KUSHINAGAR,KAPTANGANJ,N/A,9590409001
42116,P.P. TEGRAHA CHAK 5,KUSHINAGAR,KHADDA,N/A,9590308909
42117,P.P. TEZBALIYA,KUSHINAGAR,KASIA,N/A,9590808705
42118,P.P. THAR PUNJABI,AGRA,BAROLI AHEER,N/A,9150407210
42119,P.P. TIKAIT PURA,AGRA,FATEHABAD,N/A,9151115201
42120,P.P. TIKULIYA,KUSHINAGAR,SEORAHI,N/A,9591107503
42121,P.P. TOTA RAM KI THAR,AGRA,PINAHAT,N/A,9151301703
42122,P.P. TULSI PATTI (VISUNPURA),KUSHINAGAR,TAMKUHI,N/A,9591007202
42123,P.P. UKSIYA,MEERUT,ROHTA,N/A,9070502201
42124,P.P. UPADHYAY CHAPRA,KUSHINAGAR,VISHUNPURA,N/A,9591306006
42125,P.P. URDAHA NO-1,KUSHINAGAR,RAMKOLA,N/A,9590501606
42126,P.P. USMANPUR D. TOLA,KUSHINAGAR,FAZIL NAGAR,N/A,9590905704
42127,P.P. USMANPUR NAUKA TOLA,KUSHINAGAR,FAZIL NAGAR,N/A,9590905702
42128,P.P. VAISHYA ANATHALAYA ,MEERUT,MEERUT NAGAR,N/A,9071305301
42129,P.P. VISUNPURA,KUSHINAGAR,TAMKUHI,N/A,9591007201
42130,P.P. YADAV TOLA JUN. JAGDISHPUR,KUSHINAGAR,PADARAUNA,N/A,9590101806
